"D4B61"	"D4B62"	"D4B63"	"D4KO1"	"D4KO2"	"D4KO3"	"D6B61"	"D6B62"	"D6B63"	"D6KO1"	"D6KO2"	"D6KO3"
"2210408I21Rik"	1.75540884585444	0.719880945143881	1.6294642153753	1.85774060309788	2.01060839097904	1.74513213970989	0.38914465667755	-0.169136408036254	0.386772097003739	0.55433495595868	0.228519001857927	0.731924299755878
"2210417A02Rik"	0.365797205754107	1.06539559496763	1.41225982961056	-1.4189698867041	-0.428311957085718	-0.594756590826664	-1.35456146264929	0.629277065706971	1.07325000277474	-0.138253297789539	0.50140504987049	1.37558841226663
"2300009A05Rik"	3.86283686479127	3.79482831678639	3.78627786805044	3.73036372949574	3.83854959968232	4.07856838920839	4.46325200583108	4.76188002427401	4.00865459329152	3.53632552632108	3.33287543591344	3.35482089488269
"2310001H17Rik"	5.64830764748026	5.91836525164937	5.68120790458902	4.55702084544284	4.99719106276446	4.73024690508507	7.87421067973439	7.82157182622515	7.61765259597764	7.13829085363018	6.67914227698723	7.35989523185302
"2310009A05Rik"	4.6913964209307	4.73636836800568	4.70418220677417	4.66951568991784	4.51482034994234	4.74029573007143	5.35268301704442	5.40653928014858	5.18239907489943	5.10856613303128	4.87523973544829	5.22797443062909
"2310009B15Rik"	3.28042461360084	3.57865030240133	3.44333627341576	3.11779474970384	3.50903395564265	3.21552743315067	3.63696556757723	3.68172029544743	3.9069679082744	3.57072142024233	3.24279606175906	3.82638466462227
"2310010J17Rik"	2.47018950501109	2.7754405442045	2.49430947340529	2.35631839539069	2.28219066174586	2.70180745664738	3.92563194290578	4.04465435037617	3.74495727899661	3.68188917955436	3.50550474844757	3.80386263079692
"2310011J03Rik"	6.50746495671455	6.6509491110087	6.66035980891792	6.3844534997584	6.6266317443743	6.54213884253876	6.56497027513298	6.55578431169831	6.62722500013386	6.35124493037273	6.55923700895249	6.6100818315108
"2310015A10Rik"	1.48353133844474	1.91704591930768	1.90405850913496	1.51120855839424	1.78898086949482	1.78451135913625	3.97603913396799	3.6939864090301	4.22769109157523	3.94048073918642	3.66661337043015	3.86497151372897
"2310022A10Rik"	5.5682854578093	5.48480397816807	5.51890701891039	5.7432808866903	5.71828577429226	5.79280709786504	4.68552462307419	4.60508948815785	4.74158447221226	4.93196185841071	5.1819717459923	4.60577564736867
"2310022B05Rik"	2.33301977102886	1.75715739029401	2.28623344017667	2.18684487958264	2.1357566710052	2.15878946128993	2.99198717280765	3.44823370516275	2.89377416487359	2.73883486757879	1.92379613469184	2.34107026551871
"2310033P09Rik"	5.3144682049799	5.16457359855995	5.13096107719069	5.34768062425919	5.54375153261624	5.37425555445999	5.80154677341898	5.5176763127961	5.81327334847928	5.57972242314849	5.42047543800941	5.60050377240686
