"D4B61"	"D4B62"	"D4B63"	"D4KO1"	"D4KO2"	"D4KO3"	"D6B61"	"D6B62"	"D6B63"	"D6KO1"	"D6KO2"	"D6KO3"
"1190007I07Rik"	4.67811686202961	4.53537965043176	4.58119378869561	4.59446974019868	4.94027915068944	4.87815272215823	4.89270495117986	4.66023408917605	4.72493503431779	4.66198976799866	4.66998005460771	4.88104057845947
"1200014J11Rik"	3.39112946660737	3.37365980647617	3.4712019018224	3.30077904893769	3.4198523581538	3.27475146056987	2.77897852213385	2.92845473062484	2.99234490771781	3.12211304052732	3.16354845464603	2.8490787889721
"1300002E11Rik"	2.66687179474949	3.20705886640497	3.07512820915454	2.73890881201941	2.77436166256625	2.91159299872653	3.40706307879558	3.62281814034746	3.34028488210931	3.5621352844071	2.98579466772451	3.25337313085025
"1500004A13Rik"	-0.567741090205347	-0.212163342691446	-0.281420751174247	-0.956377302531804	-0.980968940944998	-0.609669217099912	0.64791803960433	0.640116252728774	0.698330358593989	0.628827651086284	0.534931322912707	0.764639092807194
"1500009L16Rik"	3.30540655231869	3.43221279623509	3.97870674751957	4.4426691558626	3.96015024948856	5.14562061816258	-0.0572868489606344	-0.516662724280293	-1.09087399994156	1.56795529501998	1.94177037333353	0.776575571568906
"1500011B03Rik"	3.45220478510866	3.69014552052234	3.99299335813768	3.25263283398514	3.36406421455338	3.2442187871453	4.23784648512213	4.5019729115406	4.44799126422219	4.00075207139173	4.16705055726663	4.28993440123255
"1500011K16Rik"	3.51808508993528	3.83222644936148	3.83587444392129	3.87261901207663	3.86955987777848	3.76232974863519	5.37816475147819	5.15443924130071	5.07830383945954	5.03898122098823	4.55331641027807	4.94654163790091
"1500012F01Rik"	5.83583462174257	6.01429897387247	6.01554747952499	6.56279667040265	6.43048725744267	6.32458006910646	6.96320561790079	6.80111450879345	6.57727070126921	6.8092046928428	6.21874339366464	6.36490378354363
"1500015A07Rik"	1.09971267419397	0.940913643598728	1.33905274179983	0.50438121051247	0.340533836912317	0.699767222738323	1.14401100511161	0.871143507896859	1.25361416643378	1.46999023021443	1.31822711092575	1.32879801115811
"1600002H07Rik"	2.47568338322091	2.80422109398864	2.48690773140084	2.64745906193467	2.61254769985693	2.54833861425274	1.12059600807395	1.81077607558641	1.65204747896092	1.57739680298542	1.68794488665171	1.57510191191145
"1600002K03Rik"	4.8726606289507	5.02918670492004	4.71927176428359	5.0747777314749	5.10415465437333	5.09064997099336	5.45702930024895	5.0593929202955	5.12192408967531	4.93717509770418	4.78958568727203	4.73796935262113
"1600012H06Rik"	2.7820142301801	2.59076786149857	2.82480983948903	2.69643297719022	2.69974625915567	3.05335518793803	3.24698232705868	2.95922555496037	3.00153990729731	3.17382725652489	3.0689944176567	3.01032168998909
"1600014C10Rik"	4.36141844945279	4.36471081343596	4.20640100675576	4.01789697540817	4.05623769459158	4.00862271254095	5.4006582005553	5.06445182958082	5.36643838740252	5.23718348622783	4.90025304836424	4.81942321570295
"1600020E01Rik"	4.48451504212493	4.12693130949017	4.19808605911155	3.97283604057514	3.89523676189147	4.39203263550233	5.26680775386277	5.03035397356636	5.2466942002067	5.19067644121711	4.48020900632987	4.9004173968999
"1700001G11Rik"	0.983539621515976	0.0663151858556338	1.46367768140603	0.760415883157712	-0.390517969175926	0.426070129116902	1.73078679060206	1.62295362441536	1.51890904385478	1.03929461955439	0.27063064286301	1.55853895894868
"1700007L15Rik"	3.01626202182275	3.20665757536138	3.02181001470104	2.52351726647829	3.25011165036738	2.56454602552709	2.85808326520475	3.49971060792152	3.72416603909145	3.81072338948649	3.11631498797753	3.45609937777118
"1700008J07Rik"	0.316356382831658	-0.322983066636188	-0.352532856503961	-0.227934809968314	0.136442381330971	0.0761282011647735	-0.672625381889917	-0.554127973366453	-0.73929418167349	-0.343752101653013	-0.661489709506266	-0.93016182761868
"1700010I14Rik"	1.28447124482211	1.081604507219	1.09545636440781	1.00887532395267	0.59146622803286	1.32263629078761	0.886130016009204	0.92826937903851	1.70844910479185	1.24000319864169	1.34480456561699	1.46282241874831
"1700017B05Rik"	3.92853472435716	4.15364164415449	4.03783830073484	4.65973716615411	4.59459982967988	4.68386416869361	3.28689590683776	3.5586827774907	3.65967238981644	3.59000592705006	3.87044923575948	3.95738590237275
"1700019D03Rik"	-2.69490283701747	-1.98342249994116	-0.905382581876693	-1.62286540246969	-1.60773422093021	-1.11942949753275	1.23127192553912	0.67075713870177	1.43408019414658	1.35972009828897	1.04474338844549	1.69729910536798
"1700019G17Rik"	2.16906266055637	2.1075241716888	1.78676276746433	2.10459878172109	2.00509446421876	2.38150795008201	2.13914952607752	2.54514787494224	2.30473722000164	2.22239435595487	2.21889733972281	2.07392147397122
"1700019L03Rik"	-0.956166599159566	-0.970679605854138	-0.354427013480514	-1.66347342702795	-1.5136235614466	-3.46235107415604	-1.02463830033187	1.17916190267942	0.520634677072556	-2.82259672556751	-0.181900075357124	0.661652436437388
"1700020I14Rik"	5.03904176843677	4.90671701102402	4.95891157194018	5.06677858837458	5.13751329380449	5.08335186349288	4.55362197243825	4.56278587343314	4.62810021693341	4.79153803454624	4.59596782080528	4.68083320480557
"1700020L24Rik"	-0.47453926458454	0.823027872247175	-1.06411636599082	-0.242911500589709	-0.430166737060167	0.213624273415111	0.947865850952632	0.878107598756269	-0.0343213655327375	1.475116921415	1.03181017306847	1.24732162537995
"1700021F05Rik"	4.17413660929578	4.42401078636097	4.26428068330252	4.70271592535806	4.51372409009748	4.54595218977054	4.47360494898709	4.60621692773026	4.2630287216087	4.34176813790402	4.06952351354824	4.22755334288544
"1700021K19Rik"	2.29517301488626	1.93396873084125	1.94368892547484	2.06807188032964	2.00191863052581	2.06873334083724	1.72211572015652	1.50201063934722	1.71084976401483	1.58965099106482	2.09862156701172	1.75916973431122
"1700025G04Rik"	0.629538712461742	0.660189239342424	0.645353437780986	-0.159649818433778	-0.0291337825818245	-0.400926364519445	-1.90392902381643	-2.60650327020135	-3.27349533630886	-1.97782949103874	-2.50313129514571	-1.63335564875842
"1700028E10Rik"	-0.766394097302	-1.43784878949001	-1.31302474749964	-1.00503680069797	-1.87085741319102	-1.33206810979349	0.283781037553603	0.561810390477117	-0.0355181472865516	0.448089334212644	0.113438139979681	-0.44944421930163
"1700028J19Rik"	0.593582495664668	0.851817416649589	0.640755864024428	1.03822191955096	0.710909592523184	0.885408217347637	0.640164736771032	0.527640736673156	0.390925015651069	1.21536031312453	1.15069725306663	0.932274527268605
"1700030K09Rik"	1.55396196724156	1.91062835741053	1.66356396648935	1.96182837755094	1.72913714667384	1.66794438164406	1.20063416265716	1.37916239202389	1.44014616287216	1.72424917705685	1.61876335523972	1.51462864242307
"1700037C18Rik"	2.54263168354829	2.48785386796059	2.62553887547339	2.83055842961358	2.80774300396217	2.15415383613903	2.51735353348954	2.76629324915401	2.79836488999648	2.6875795435492	2.5345057885508	2.34183090799214
"1700037H04Rik"	5.21746070479808	5.20486200055338	5.39531354664353	5.37509688870662	5.25307045286292	5.52996103908637	4.70305875512565	4.89765406154037	5.07358116613472	5.21138100620835	5.20051300023685	5.11380506590989
