© 2000-2022 QIAGEN. All rights reserved.

Expr Log Ratio	Expr False Discovery Rate (q-value)	ID	Flags	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
-0.275	9.49E-02	Arid3b	 	ARID3B	AT-rich interaction domain 3B	Nucleus	transcription regulator	 	
-0.052	6.85E-01	Arid4a	 	ARID4A	AT-rich interaction domain 4A	Nucleus	transcription regulator	 	
-0.101	5.84E-01	Arid4b	 	ARID4B	AT-rich interaction domain 4B	Nucleus	transcription regulator	 	
-0.708	2.49E-04	Arid5a	 	ARID5A	AT-rich interaction domain 5A	Nucleus	transcription regulator	 	
-1.046	1.59E-03	Arid5b	 	ARID5B	AT-rich interaction domain 5B	Nucleus	transcription regulator	 	
0.138	4.10E-01	Arih1	 	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1	Cytoplasm	enzyme	 	
0.047	7.31E-01	Arih2	 	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2	Nucleus	enzyme	 	
0.205	8.04E-02	Arl1	 	ARL1	ADP ribosylation factor like GTPase 1	Cytoplasm	enzyme	 	
-0.243	4.15E-01	Arl13b	 	ARL13B	ADP ribosylation factor like GTPase 13B	Extracellular Space	other	 	
0.065	7.86E-01	Arl14ep	 	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein	Other	other	 	
-0.370	1.78E-01	Arl15	 	ARL15	ADP ribosylation factor like GTPase 15	Cytoplasm	other	 	
0.002	9.91E-01	Arl16	 	ARL16	ADP ribosylation factor like GTPase 16	Cytoplasm	other	 	
0.276	2.17E-01	Arl2	 	ARL2	ADP ribosylation factor like GTPase 2	Cytoplasm	enzyme	 	
-0.241	2.62E-01	Arl2bp	 	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein	Cytoplasm	transcription regulator	 	
0.093	7.70E-01	Arl3	 	ARL3	ADP ribosylation factor like GTPase 3	Cytoplasm	enzyme	 	
0.111	5.68E-01	Arl4a	 	ARL4A	ADP ribosylation factor like GTPase 4A	Nucleus	enzyme	 	
-0.341	1.54E-01	Arl4c	 	ARL4C	ADP ribosylation factor like GTPase 4C	Nucleus	enzyme	 	
0.426	5.12E-01	Arl4d	 	ARL4D	ADP ribosylation factor like GTPase 4D	Nucleus	enzyme	 	
0.302	3.29E-01	Arl5a	 	ARL5A	ADP ribosylation factor like GTPase 5A	Other	enzyme	 	
-0.042	9.25E-01	Arl5b	 	ARL5B	ADP ribosylation factor like GTPase 5B	Other	enzyme	 	
-1.165	1.02E-04	Arl5c	 	ARL5C	ADP ribosylation factor like GTPase 5C	Other	other	 	
0.035	9.46E-01	Arl6	 	ARL6	ADP ribosylation factor like GTPase 6	Cytoplasm	transporter	 	
-0.122	2.62E-01	Arl6ip1	 	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	Cytoplasm	other	 	
0.145	2.52E-01	Arl6ip4	 	ARL6IP4	ADP ribosylation factor like GTPase 6 interacting protein 4	Nucleus	other	 	
-0.007	9.70E-01	Arl6ip5	 	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5	Cytoplasm	other	 	
0.270	9.90E-02	Arl6ip6	 	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6	Nucleus	other	 	
-0.083	8.39E-01	Arl8a	 	ARL8A	ADP ribosylation factor like GTPase 8A	Cytoplasm	enzyme	 	
0.146	2.35E-01	Arl8b	 	ARL8B	ADP ribosylation factor like GTPase 8B	Plasma Membrane	enzyme	 	
0.159	2.48E-01	Armc1	 	ARMC1	armadillo repeat containing 1	Cytoplasm	other	 	
0.025	9.05E-01	Armc10	 	ARMC10	armadillo repeat containing 10	Cytoplasm	other	 	
-0.263	4.78E-01	Armc3	 	ARMC3	armadillo repeat containing 3	Cytoplasm	other	 	
-0.371	1.14E-02	Armc5	 	ARMC5	armadillo repeat containing 5	Cytoplasm	other	 	
0.521	1.32E-02	Armc6	 	ARMC6	armadillo repeat containing 6	Cytoplasm	other	 	
-0.405	5.82E-03	Armc7	 	ARMC7	armadillo repeat containing 7	Cytoplasm	other	 	
-0.017	9.20E-01	Armc8	 	ARMC8	armadillo repeat containing 8	Nucleus	other	 	
0.056	9.09E-01	Armc9	 	ARMC9	armadillo repeat containing 9	Cytoplasm	other	 	
-0.720	1.70E-02	Armcx2	 	ARMCX2	armadillo repeat containing X-linked 2	Other	other	 	
-0.085	8.34E-01	Armcx3	 	ARMCX3	armadillo repeat containing X-linked 3	Cytoplasm	other	 	
0.449	4.21E-01	Armcx4	 	ARMCX4	armadillo repeat containing X-linked 4	Other	other	 	
-0.294	2.42E-01	Armcx5	 	ARMCX5	armadillo repeat containing X-linked 5	Other	other	 	
-1.481	1.27E-03	Armcx6	 	ARMCX6	armadillo repeat containing X-linked 6	Other	other	 	
0.229	9.67E-02	Armt1	 	ARMT1	acidic residue methyltransferase 1	Other	enzyme	 	
-0.090	6.63E-01	Arnt	 	ARNT	aryl hydrocarbon receptor nuclear translocator	Nucleus	transcription regulator	 	
-0.678	2.24E-03	Arntl	 	ARNTL	aryl hydrocarbon receptor nuclear translocator like	Nucleus	transcription regulator	 	
-0.055	7.43E-01	Arpc1a	 	ARPC1A	actin related protein 2/3 complex subunit 1A	Extracellular Space	other	 	
-0.180	7.71E-02	Arpc1b	 	ARPC1B	actin related protein 2/3 complex subunit 1B	Cytoplasm	other	 	
-0.104	3.96E-01	Arpc2	 	ARPC2	actin related protein 2/3 complex subunit 2	Cytoplasm	other	 	
-0.176	1.47E-01	Arpc3	 	ARPC3	actin related protein 2/3 complex subunit 3	Cytoplasm	other	 	
-0.033	8.15E-01	Arpc4	 	ARPC4	actin related protein 2/3 complex subunit 4	Cytoplasm	other	 	
-0.039	8.43E-01	Arpc5	 	ARPC5	actin related protein 2/3 complex subunit 5	Cytoplasm	other	 	
-0.086	4.60E-01	Arpc5l	 	ARPC5L	actin related protein 2/3 complex subunit 5 like	Cytoplasm	other	 	
0.194	1.49E-01	Arpp19	 	ARPP19	cAMP regulated phosphoprotein 19	Cytoplasm	transporter	 	
-0.645	3.95E-02	Arrb1	 	ARRB1	arrestin beta 1	Cytoplasm	transcription regulator	 	
-0.371	1.40E-02	Arrb2	 	ARRB2	arrestin beta 2	Cytoplasm	other	 	
-0.165	1.80E-01	Arrdc1	 	ARRDC1	arrestin domain containing 1	Cytoplasm	other	 	
-0.386	3.22E-01	Arrdc2	 	ARRDC2	arrestin domain containing 2	Other	other	 	
-0.118	7.42E-01	Arrdc3	 	ARRDC3	arrestin domain containing 3	Plasma Membrane	other	 	
0.524	4.54E-01	Arrdc4	 	ARRDC4	arrestin domain containing 4	Plasma Membrane	other	 	
-0.435	2.54E-02	Arsa	 	ARSA	arylsulfatase A	Cytoplasm	enzyme	 	
-0.609	8.73E-03	Arsb	 	ARSB	arylsulfatase B	Cytoplasm	enzyme	 	
-0.519	2.93E-01	Arsg	 	ARSG	arylsulfatase G	Cytoplasm	enzyme	 	
0.375	4.38E-01	Arsk	 	ARSK	arylsulfatase family member K	Extracellular Space	enzyme	 	
-0.358	1.92E-01	Art2b	 	Art2b	ADP-ribosyltransferase 2b	Plasma Membrane	enzyme	 	
0.065	8.90E-01	Art4	 	ART4	ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)	Nucleus	enzyme	 	
-0.138	6.51E-01	Arv1	 	ARV1	ARV1 homolog, fatty acid homeostasis modulator	Cytoplasm	transporter	 	
-0.895	1.15E-01	Arvcf	 	ARVCF	ARVCF delta catenin family member	Plasma Membrane	other	 	
-0.216	4.61E-01	Arxes2	 	Arxes1/Arxes2	adipocyte-related X-chromosome expressed sequence 2	Cytoplasm	other	 	
-0.157	6.74E-01	As3mt	 	AS3MT	arsenite methyltransferase	Cytoplasm	enzyme	 	
-0.181	2.84E-01	Asah1	 	ASAH1	N-acylsphingosine amidohydrolase 1	Cytoplasm	enzyme	 	
-0.491	1.07E-02	Asap1	 	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	Plasma Membrane	other	 	
-0.581	3.35E-01	Asap2	 	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	Nucleus	other	 	
-0.156	4.86E-01	Asb1	 	ASB1	ankyrin repeat and SOCS box containing 1	Nucleus	transcription regulator	 	
0.222	2.53E-01	Asb13	 	ASB13	ankyrin repeat and SOCS box containing 13	Cytoplasm	other	 	
-1.259	8.61E-03	Asb2	 	ASB2	ankyrin repeat and SOCS box containing 2	Nucleus	transcription regulator	 	
0.001	9.96E-01	Asb3	 	ASB3/GPR75-ASB3	ankyrin repeat and SOCS box containing 3	Cytoplasm	transcription regulator	 	
-0.089	5.04E-01	Asb6	 	ASB6	ankyrin repeat and SOCS box containing 6	Nucleus	transcription regulator	 	
-0.130	6.97E-01	Asb7	 	ASB7	ankyrin repeat and SOCS box containing 7	Cytoplasm	other	 	
-0.053	7.60E-01	Asb8	 	ASB8	ankyrin repeat and SOCS box containing 8	Nucleus	transcription regulator	 	
0.102	5.45E-01	Ascc1	 	ASCC1	activating signal cointegrator 1 complex subunit 1	Nucleus	transcription regulator	 	
0.075	7.24E-01	Ascc2	 	ASCC2	activating signal cointegrator 1 complex subunit 2	Nucleus	other	 	
0.220	1.30E-01	Ascc3	 	ASCC3	activating signal cointegrator 1 complex subunit 3	Cytoplasm	enzyme	 	
0.361	7.35E-02	Asf1a	 	ASF1A	anti-silencing function 1A histone chaperone	Nucleus	other	 	
-0.160	6.79E-01	Asf1b	 	ASF1B	anti-silencing function 1B histone chaperone	Nucleus	other	 	
-0.139	4.83E-01	Ash1l	 	ASH1L	ASH1 like histone lysine methyltransferase	Nucleus	transcription regulator	 	
0.085	5.34E-01	Ash2l	 	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit	Nucleus	transcription regulator	 	
-0.147	3.81E-01	Asl	 	ASL	argininosuccinate lyase	Cytoplasm	enzyme	 	
0.410	3.95E-01	Asns	 	ASNS	asparagine synthetase (glutamine-hydrolyzing)	Cytoplasm	enzyme	 	
0.112	3.56E-01	Asnsd1	 	ASNSD1	asparagine synthetase domain containing 1	Other	enzyme	 	
-0.101	8.33E-01	Aspm	 	ASPM	assembly factor for spindle microtubules	Nucleus	other	 	
-0.219	7.77E-02	Aspscr1	 	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	Cytoplasm	other	 	
0.133	3.53E-01	Asrgl1	 	ASRGL1	asparaginase and isoaspartyl peptidase 1	Cytoplasm	enzyme	 	
0.062	7.94E-01	Aste1	 	ASTE1	asteroid homolog 1	Other	other	 	
-0.210	1.00E-01	Asxl1	 	ASXL1	ASXL transcriptional regulator 1	Nucleus	transcription regulator	 	
0.018	9.22E-01	Asxl2	 	ASXL2	ASXL transcriptional regulator 2	Extracellular Space	other	 	
-0.029	8.47E-01	Atad1	 	ATAD1	ATPase family AAA domain containing 1	Plasma Membrane	enzyme	 	
0.038	8.78E-01	Atad2	 	ATAD2	ATPase family AAA domain containing 2	Nucleus	enzyme	 	
-0.293	3.14E-01	Atad2b	 	ATAD2B	ATPase family AAA domain containing 2B	Nucleus	other	 	
0.728	1.50E-03	Atad3a	 	ATAD3A	ATPase family AAA domain containing 3A	Cytoplasm	other	 	
0.361	6.83E-01	Atad3aos	 	Atad3aos	ATPase family, AAA domain containing 3A, opposite strand	Other	other	 	
0.090	7.67E-01	Atad5	 	ATAD5	ATPase family AAA domain containing 5	Nucleus	enzyme	 	
0.202	6.13E-01	Atat1	 	ATAT1	alpha tubulin acetyltransferase 1	Cytoplasm	enzyme	 	
-1.278	1.51E-03	Atcay	 	ATCAY	ATCAY kinesin light chain interacting caytaxin	Plasma Membrane	other	 	
-0.098	3.50E-01	Ate1	 	ATE1	arginyltransferase 1	Nucleus	enzyme	 	
0.182	2.38E-01	Atf1	 	ATF1	activating transcription factor 1	Nucleus	transcription regulator	 	
-0.044	7.86E-01	Atf2	 	ATF2	activating transcription factor 2	Nucleus	transcription regulator	 	
0.137	8.75E-01	Atf3	 	ATF3	activating transcription factor 3	Nucleus	transcription regulator	 	
0.321	2.51E-01	Atf4	 	ATF4	activating transcription factor 4	Nucleus	transcription regulator	 	
-0.856	1.70E-02	Atf6	 	ATF6	activating transcription factor 6	Cytoplasm	transcription regulator	 	
0.094	5.90E-01	Atf6b	 	ATF6B	activating transcription factor 6 beta	Nucleus	transcription regulator	 	
0.115	6.40E-01	Atf7	 	ATF7	activating transcription factor 7	Nucleus	transcription regulator	 	
-0.301	6.16E-02	Atf7ip	 	ATF7IP	activating transcription factor 7 interacting protein	Nucleus	transcription regulator	 	
-0.238	3.47E-01	Atg10	 	ATG10	autophagy related 10	Plasma Membrane	enzyme	 	
-0.090	5.18E-01	Atg101	 	ATG101	autophagy related 101	Cytoplasm	other	 	
-0.295	6.98E-02	Atg12	 	ATG12	autophagy related 12	Cytoplasm	other	 	
-0.173	2.26E-01	Atg13	 	ATG13	autophagy related 13	Cytoplasm	other	 	
-0.278	4.00E-01	Atg14	 	ATG14	autophagy related 14	Cytoplasm	other	 	
-0.065	7.67E-01	Atg16l1	 	ATG16L1	autophagy related 16 like 1	Cytoplasm	enzyme	 	
0.010	9.54E-01	Atg16l2	 	ATG16L2	autophagy related 16 like 2	Extracellular Space	other	 	
-0.114	4.97E-01	Atg2a	 	ATG2A	autophagy related 2A	Plasma Membrane	other	 	
-0.117	6.63E-01	Atg2b	 	ATG2B	autophagy related 2B	Cytoplasm	transporter	 	
0.124	5.04E-01	Atg3	 	ATG3	autophagy related 3	Cytoplasm	enzyme	 	
-0.102	8.28E-01	Atg4a	 	ATG4A	autophagy related 4A cysteine peptidase	Cytoplasm	peptidase	 	
-0.114	3.42E-01	Atg4b	 	ATG4B	autophagy related 4B cysteine peptidase	Cytoplasm	peptidase	 	
0.014	9.28E-01	Atg4d	 	ATG4D	autophagy related 4D cysteine peptidase	Cytoplasm	peptidase	 	
0.172	2.13E-01	Atg5	 	ATG5	autophagy related 5	Cytoplasm	other	 	
-0.108	5.91E-01	Atg7	 	ATG7	autophagy related 7	Cytoplasm	enzyme	 	
-0.291	4.98E-02	Atg9a	 	ATG9A	autophagy related 9A	Cytoplasm	other	 	
0.129	8.34E-01	Atg9b	 	ATG9B	autophagy related 9B	Cytoplasm	other	 	
0.389	1.57E-02	Atic	 	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	Cytoplasm	enzyme	gemcitabine/pemetrexed, pembrolizumab/pemetrexed, pemetrexed	
-0.071	7.12E-01	Atl2	 	ATL2	atlastin GTPase 2	Cytoplasm	other	 	
-0.134	3.30E-01	Atl3	 	ATL3	atlastin GTPase 3	Cytoplasm	other	 	
-0.130	4.62E-01	Atm	 	ATM	ATM serine/threonine kinase	Nucleus	kinase	AZ31, AZD1390, KU-60019, KU-55933, CP466722, AZD0156, M3541	
0.020	9.34E-01	Atmin	 	ATMIN	ATM interactor	Nucleus	transcription regulator	 	
-0.040	9.29E-01	Atn1	 	ATN1	atrophin 1	Nucleus	transcription regulator	 	
-0.111	4.81E-01	Atox1	 	ATOX1	antioxidant 1 copper chaperone	Cytoplasm	transporter	 	
-0.232	2.13E-01	Atp10a	 	ATP10A	ATPase phospholipid transporting 10A (putative)	Plasma Membrane	transporter	 	
-0.137	4.65E-01	Atp10d	 	Atp10d	ATPase, class V, type 10D	Cytoplasm	transporter	 	
0.167	5.91E-01	Atp11a	 	ATP11A	ATPase phospholipid transporting 11A	Plasma Membrane	transporter	 	
-0.137	4.14E-01	Atp11b	 	ATP11B	ATPase phospholipid transporting 11B (putative)	Plasma Membrane	transporter	 	
0.085	6.47E-01	Atp11c	 	ATP11C	ATPase phospholipid transporting 11C	Plasma Membrane	transporter	 	
0.033	8.39E-01	Atp13a1	 	ATP13A1	ATPase 13A1	Extracellular Space	transporter	 	
0.254	3.80E-01	Atp13a2	 	ATP13A2	ATPase cation transporting 13A2	Cytoplasm	transporter	 	
0.157	4.90E-01	Atp13a3	 	ATP13A3	ATPase 13A3	Extracellular Space	transporter	 	
0.237	1.93E-01	Atp1a1	 	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	Plasma Membrane	transporter	digoxin, acetyldigitoxin derivative, trichloromethiazide, ciclopirox olamine, ethacrynic acid, reserpine/trichloromethiazide, bretylium, perphenazine, ouabain, digitoxin	
-1.684	6.07E-03	Atp1a3	 	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	Plasma Membrane	transporter	digoxin, ethacrynic acid, perphenazine	
-0.826	4.16E-02	Atp1b1	 	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	Plasma Membrane	transporter	 	
-0.126	2.24E-01	Atp1b3	 	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	Plasma Membrane	transporter	 	
-0.147	8.48E-01	Atp2a1	 	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1	Cytoplasm	transporter	 	
0.224	1.95E-01	Atp2a2	 	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	Cytoplasm	transporter	 	
-0.261	6.94E-02	Atp2a3	 	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3	Cytoplasm	transporter	 	
-0.301	4.99E-02	Atp2b1	 	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	Plasma Membrane	transporter	 	
0.030	9.09E-01	Atp2b4	 	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	Plasma Membrane	transporter	 	
0.041	8.51E-01	Atp2c1	 	ATP2C1	ATPase secretory pathway Ca2+ transporting 1	Cytoplasm	transporter	sevoflurane, isoflurane, desflurane, enflurane, Ca2+	
-0.001	9.97E-01	Atp5e	 	Atp5e	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	Cytoplasm	transporter	 	
0.133	2.70E-01	Atp5a1	 	ATP5F1A	ATP synthase F1 subunit alpha	Cytoplasm	transporter	 	
0.201	1.20E-01	Atp5b	 	ATP5F1B	ATP synthase F1 subunit beta	Cytoplasm	transporter	 	
0.210	4.09E-02	Atp5c1	 	ATP5F1C	ATP synthase F1 subunit gamma	Cytoplasm	transporter	 	
0.067	5.48E-01	Atp5d	 	ATP5F1D	ATP synthase F1 subunit delta	Cytoplasm	transporter	 	
0.161	2.48E-01	Atpif1	 	ATP5IF1	ATP synthase inhibitory factor subunit 1	Cytoplasm	other	 	
0.114	5.58E-01	Atp5k	 	Atp5k	ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E	Cytoplasm	enzyme	 	
0.536	1.66E-04	Atp5g1	 	ATP5MC1	ATP synthase membrane subunit c locus 1	Cytoplasm	transporter	 	
0.123	3.39E-01	Atp5g2	 	ATP5MC2	ATP synthase membrane subunit c locus 2	Cytoplasm	transporter	 	
0.184	1.08E-01	Atp5g3	 	ATP5MC3	ATP synthase membrane subunit c locus 3	Cytoplasm	transporter	 	
0.088	5.55E-01	Atp5j2	 	ATP5MF	ATP synthase membrane subunit f	Cytoplasm	transporter	 	
-0.232	1.81E-01	Ptcd1	 	ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough	Cytoplasm	other	 	
0.033	8.68E-01	Atp5l	 	ATP5MG	ATP synthase membrane subunit g	Cytoplasm	enzyme	 	
0.026	8.68E-01	Atp5h	 	ATP5PD	ATP synthase peripheral stalk subunit d	Cytoplasm	enzyme	 	
0.098	5.17E-01	Atp5j	 	ATP5PF	ATP synthase peripheral stalk subunit F6	Cytoplasm	transporter	 	
0.204	7.26E-02	Atp5o	 	ATP5PO	ATP synthase peripheral stalk subunit OSCP	Cytoplasm	transporter	 	
-0.069	5.45E-01	Atp6ap1	 	ATP6AP1	ATPase H+ transporting accessory protein 1	Cytoplasm	transporter	 	
-0.411	7.78E-03	Atp6ap2	 	ATP6AP2	ATPase H+ transporting accessory protein 2	Cytoplasm	transporter	 	
0.124	7.30E-01	Atp6v0a1	 	ATP6V0A1	ATPase H+ transporting V0 subunit a1	Cytoplasm	transporter	 	
-0.144	3.62E-01	Atp6v0a2	 	ATP6V0A2	ATPase H+ transporting V0 subunit a2	Cytoplasm	transporter	 	
0.014	9.37E-01	Atp6v0b	 	ATP6V0B	ATPase H+ transporting V0 subunit b	Cytoplasm	transporter	 	
-0.149	2.35E-01	Atp6v0d1	 	ATP6V0D1	ATPase H+ transporting V0 subunit d1	Cytoplasm	transporter	 	
-0.053	7.28E-01	Atp6v0e	 	ATP6V0E1	ATPase H+ transporting V0 subunit e1	Cytoplasm	transporter	 	
0.143	3.71E-01	Atp6v1a	 	ATP6V1A	ATPase H+ transporting V1 subunit A	Plasma Membrane	transporter	bafilomycin A1, bafilomycin b1	
0.097	3.92E-01	Atp6v1b2	 	ATP6V1B2	ATPase H+ transporting V1 subunit B2	Cytoplasm	transporter	gallium nitrate	
-0.069	6.07E-01	Atp6v1c1	 	ATP6V1C1	ATPase H+ transporting V1 subunit C1	Cytoplasm	transporter	 	
-0.301	1.92E-02	Atp6v1d	 	ATP6V1D	ATPase H+ transporting V1 subunit D	Cytoplasm	transporter	 	
-0.101	4.13E-01	Atp6v1e1	 	ATP6V1E1	ATPase H+ transporting V1 subunit E1	Cytoplasm	transporter	 	
0.038	7.94E-01	Atp6v1f	 	ATP6V1F	ATPase H+ transporting V1 subunit F	Cytoplasm	enzyme	 	
-0.167	2.41E-01	Atp6v1g1	 	ATP6V1G1	ATPase H+ transporting V1 subunit G1	Cytoplasm	transporter	 	
-0.215	5.85E-01	Atp6v1g2	 	ATP6V1G2	ATPase H+ transporting V1 subunit G2	Cytoplasm	transporter	 	
-1.003	2.76E-01	Atp6v1g3	 	ATP6V1G3	ATPase H+ transporting V1 subunit G3	Cytoplasm	transporter	 	
-0.020	8.85E-01	Atp6v1h	 	ATP6V1H	ATPase H+ transporting V1 subunit H	Cytoplasm	transporter	 	
0.627	2.08E-02	Atp7a	 	ATP7A	ATPase copper transporting alpha	Plasma Membrane	transporter	 	
0.055	8.47E-01	Atp8a1	 	ATP8A1	ATPase phospholipid transporting 8A1	Cytoplasm	transporter	 	
0.033	8.71E-01	Atp8b2	 	ATP8B2	ATPase phospholipid transporting 8B2	Plasma Membrane	transporter	 	
0.989	1.28E-01	Atp8b4	 	ATP8B4	ATPase phospholipid transporting 8B4 (putative)	Plasma Membrane	transporter	 	
-0.359	1.82E-01	Atp9a	 	ATP9A	ATPase phospholipid transporting 9A (putative)	Cytoplasm	transporter	 	
0.051	7.24E-01	Atp9b	 	ATP9B	ATPase phospholipid transporting 9B (putative)	Cytoplasm	transporter	 	
0.026	8.84E-01	Atpaf1	 	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	Cytoplasm	other	 	
0.118	3.30E-01	Atpaf2	 	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	Cytoplasm	other	 	
0.255	2.71E-01	Atr	 	ATR	ATR serine/threonine kinase	Nucleus	kinase	NU-6027, ATR kinase inhibitor II, VX-803, RP-3500, berzosertib, elimusertib, ceralasertib, ART0380, AZ20, ATR inhibitor	
-0.045	7.51E-01	Atraid	 	ATRAID	all-trans retinoic acid induced differentiation factor	Nucleus	other	 	
0.058	7.52E-01	Atrip	 	ATRIP	ATR interacting protein	Nucleus	kinase	 	
-0.245	4.78E-01	Atrn	 	ATRN	attractin	Extracellular Space	other	 	
0.109	3.05E-01	Atrx	 	ATRX	ATRX chromatin remodeler	Nucleus	transcription regulator	 	
0.675	1.47E-02	Atxn1	 	ATXN1	ataxin 1	Nucleus	transcription regulator	 	
0.162	1.43E-01	Atxn10	 	ATXN10	ataxin 10	Cytoplasm	other	 	
0.034	9.25E-01	Atxn1l	 	ATXN1L	ataxin 1 like	Nucleus	other	 	
0.337	1.72E-01	Atxn2	 	ATXN2	ataxin 2	Nucleus	other	 	
0.134	2.52E-01	Atxn2l	 	ATXN2L	ataxin 2 like	Nucleus	other	 	
-0.109	5.37E-01	Atxn3	 	ATXN3	ataxin 3	Nucleus	peptidase	 	
0.277	3.35E-01	Atxn7	 	ATXN7	ataxin 7	Nucleus	other	 	
0.104	6.51E-01	Atxn7l1	 	ATXN7L1	ataxin 7 like 1	Other	other	 	
0.184	4.72E-01	Atxn7l2	 	ATXN7L2	ataxin 7 like 2	Other	other	 	
-0.174	2.51E-01	Atxn7l3	 	ATXN7L3	ataxin 7 like 3	Nucleus	transcription regulator	 	
0.086	5.54E-01	Atxn7l3b	 	ATXN7L3B	ataxin 7 like 3B	Cytoplasm	other	 	
-0.180	5.23E-01	AU041133	 	AU041133	 	Other	other	 	
0.036	9.01E-01	Auh	 	AUH	AU RNA binding methylglutaconyl-CoA hydratase	Cytoplasm	enzyme	 	
0.270	6.35E-01	Aunip	 	AUNIP	aurora kinase A and ninein interacting protein	Cytoplasm	other	 	
0.019	8.80E-01	Aup1	 	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	Cytoplasm	other	 	
0.024	9.63E-01	Aurka	 	AURKA	aurora kinase A	Nucleus	kinase	aurora A inhibitor I, AT-9283, SM1-71, XMD16-144, SNS 314, MK 5108, MLN8054, TT-00420, CYC 116, JNJ-7706621, TTP607, AKI603, ilorasertib, alisertib, TAS-119, tozasertib, danusertib, AMG 900	
0.047	7.34E-01	Aurkaip1	 	AURKAIP1	aurora kinase A interacting protein 1	Nucleus	enzyme	 	
-0.007	9.87E-01	Aurkb	 	AURKB	aurora kinase B	Nucleus	kinase	TAK-901, AT-9283, XMD16-144, SNS 314, TT-00420, JNJ-7706621, CYC 116, TTP607, GSK1070916, barasertib, BI 811283, chiauranib, ilorasertib, SKI-G-801, tozasertib, AMG 900, danusertib	
-0.017	9.73E-01	Aven	 	AVEN	apoptosis and caspase activation inhibitor	Nucleus	other	 	
-0.130	5.28E-01	Avl9	 	AVL9	AVL9 cell migration associated	Other	other	 	
-0.071	8.65E-01	Avpi1	 	AVPI1	arginine vasopressin induced 1	Other	other	 	
0.148	8.83E-01	Avpr2	 	AVPR2	arginine vasopressin receptor 2	Plasma Membrane	G-protein coupled receptor	conivaptan, tolvaptan, OPC 51803, vasopressins, terlipressin, AVP, satavaptan, OPC-31260, lypressin, pecavaptan, desmopressin	
-0.242	3.30E-01	AW011738	 	AW011738	expressed sequence AW011738	Other	other	 	
0.455	4.02E-02	AW112010	 	AW112010	expressed sequence AW112010	Other	other	 	
-0.018	9.62E-01	AW146154	 	AW146154	expressed sequence AW146154	Other	other	 	
0.129	4.60E-01	Axin1	 	AXIN1	axin 1	Cytoplasm	other	 	
-0.825	8.87E-03	Axin2	 	AXIN2	axin 2	Cytoplasm	other	 	
-0.240	5.82E-01	Axl	 	AXL	AXL receptor tyrosine kinase	Plasma Membrane	kinase	CH5451098, gilteritinib, bosutinib/rituximab, DP-3975, cabozantinib/nivolumab, cabozantinib/crizotinib, INCB081776, bosutinib/hydroxyurea/ponatinib, bosutinib/ponatinib, Q702, bosutinib, cabozantinib, PF-07265807, humax-AXL-ADC, DS-1205c, bosutinib/imatinib, ADCT-601, cabozantinib/erlotinib, BPI-9016M, ningetinib, TP-0903, ONO-7475, sitravatinib, SKI-G-801, bemcentinib, cabozantinib/tyrosine kinase inhibitor, RXDX-106, BA3011	
-0.058	6.37E-01	Azi2	 	AZI2	5-azacytidine induced 2	Cytoplasm	other	 	
0.070	6.66E-01	Azin1	 	AZIN1	antizyme inhibitor 1	Cytoplasm	enzyme	 	
-0.268	5.75E-01	B230217C12Rik	 	B230217C12Rik	RIKEN cDNA B230217C12 gene	Other	other	 	
-0.426	6.05E-01	B230217O12Rik	 	B230217O12Rik	RIKEN cDNA B230217O12 gene	Other	other	 	
-0.158	3.98E-01	B230307C23Rik	 	B230307C23Rik	 	Other	other	 	
0.309	3.54E-01	B230354K17Rik	 	B230354K17Rik	RIKEN cDNA B230354K17 gene	Other	other	 	
