"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"4629"	"Il17rb"	2061	1.20335721096139	5.9049372505541	160.241279542504	3.54165598898439e-09	3.98719631239863e-05
"8042"	"Rorc"	3564	-3.02268642776151	2.93368458491927	104.786506267425	5.59074993459485e-08	0.000292184633597387
"9459"	"Tesc"	1036	-1.49306465704042	6.11693926213319	99.4532075797755	7.78605348012223e-08	0.000292184633597387
"9104"	"Ssbp4"	2196	-0.749993999286978	6.86438934125684	93.6030035652797	1.14065380881482e-07	0.000321037014490932
"1886"	"Cish"	4293	1.57328429524864	4.69261590143646	77.6866506545314	3.62219021691793e-07	0.000776962196498442
"336"	"Abhd17a"	4616	-0.690309469647165	7.48833896405224	74.7008556328774	4.60093571139258e-07	0.000776962196498442
"8804"	"Smap2"	3500	-0.603160962770998	6.4148158863306	74.1039087519693	4.83099606989616e-07	0.000776962196498442
"7626"	"Rab2a"	15329	-0.93511960434771	7.11782538215714	71.9283002754802	5.78779251295076e-07	0.000814487101384995
"1823"	"Chdh"	5891	1.06740012866857	5.87254251635241	70.0965656172294	6.76327874850272e-07	0.000846011023896041
"2885"	"Emb"	2622	-0.597597910429809	7.55364413885573	68.8144900691427	7.55778631360016e-07	0.000850855583185106
"4230"	"H2-Ke6"	964	-0.864698089351416	6.26936647045715	67.7025091596048	8.33388024720389e-07	0.000852934762027468
"8861"	"Smtn"	6119	1.99142057215175	7.25780297016985	65.0607598459841	1.05703907808837e-06	0.000991678828426569
"10698"	"Xpa"	1188	-1.21727181095735	3.93444831849326	63.5810104200963	1.2118731269103e-06	0.00104948212790432
"5311"	"Lrp10"	3369	-0.970735142723141	8.77823383001945	61.5286560415236	1.47136330023962e-06	0.00110430720227317
"9790"	"Tnfrsf1b"	4926	0.741307291991946	7.52709552288031	62.2329033049159	1.37577551445639e-06	0.00110430720227317
"2189"	"Ctdnep1"	1615	-0.698301244604391	5.26585499457255	57.7708095441143	2.12907671960552e-06	0.00149807160683243
"2092"	"Cpm"	5402	-0.672925471560456	6.13820646706919	55.3442792655351	2.73148849135914e-06	0.00180888808445418
"525"	"Ahnak"	27894	0.827237195759242	5.9186392047018	54.1766868613542	3.08917239352211e-06	0.00183041593717221
"2825"	"Eif3f"	1507	-0.704990494360792	7.86949204166615	54.3821347784724	3.02253593814958e-06	0.00183041593717221
"10452"	"Usp30"	4398	-1.14582409496999	3.58110270563273	53.3440397315385	3.37694437071891e-06	0.00190088198627767
"7505"	"Ptges2"	1952	-1.32247560621992	4.632975735081	49.5399542397599	5.14816919507417e-06	0.00235630476848857
"7992"	"Rnf166"	1875	-1.20169763735046	5.76855319481975	50.1310152518185	4.81371278647971e-06	0.00235630476848857
"7015"	"Pitpna"	3795	-1.12399655883953	7.94443378315455	48.7289277335328	5.65111287521685e-06	0.00235630476848857
"6767"	"Pdcd2"	6326	-0.974058330135075	5.21151191389822	50.503717088178	4.61556635792957e-06	0.00235630476848857
"5352"	"Lsm14a"	3968	-0.632879265382631	7.14487082375703	48.8538564897296	5.5701106595412e-06	0.00235630476848857
"7046"	"Plbd2"	3662	-0.557888557598018	5.48998832706643	49.9891000246875	4.89169770194189e-06	0.00235630476848857
"400"	"Acp5"	2880	-0.523028370158292	6.88897715076309	49.1785332945773	5.3657121014817e-06	0.00235630476848857
"6336"	"Nkg7"	813	1.91810758384994	3.65527764294173	48.2329118898071	5.9862492145745e-06	0.00240689977348856
"2145"	"Cry1"	3977	-1.22341673755996	4.92940290393544	47.005756207684	6.9173312876801e-06	0.00257639877823665
"5530"	"Matk"	3076	-1.05021638799448	4.49657783465521	46.7937822025668	7.09436508485841e-06	0.00257639877823665
"5509"	"Marchf2"	3966	-0.494652596647934	6.21737201200315	46.8098576324696	7.08075985753589e-06	0.00257639877823665
"7248"	"Ppm1m"	2070	-1.62292142669001	5.15379097977526	43.3959050460196	1.07735455078867e-05	0.00258060798569762
"6827"	"Peli1"	3526	-1.29761259545761	6.61842605658335	43.837064754199	1.01904211064387e-05	0.00258060798569762
"2710"	"E130309D02Rik"	2424	-1.19531457822023	5.06006170132235	44.9294844044199	8.8950566344188e-06	0.00258060798569762
"2596"	"Dnttip1"	1245	-1.02192733624107	5.33193432283703	44.0488831760898	9.92328470326431e-06	0.00258060798569762
"380"	"Acbd6"	3224	-0.959144914333211	5.10417134604857	44.1595822109654	9.78685783451056e-06	0.00258060798569762
"841"	"Arl2bp"	2235	-0.940876847173215	6.88444574969609	44.1335221037144	9.81878114647284e-06	0.00258060798569762
"4754"	"Irf8"	3435	0.890583014289614	6.07930100725708	43.5728199614631	1.05352461388346e-05	0.00258060798569762
