NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_DN	GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_DN	Details ...	155	-0.7472988	-2.8024027	0.0	0.0	0.0	1485	tags=59%, list=14%, signal=67%	
GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_DN	GSE5455_EX_VIVO_VS_POST_24H_INCUBATION_MONOCYTES_FROM_TUMOR_BEARING_MOUSE_DN	Details ...	137	-0.73445594	-2.7213693	0.0	0.0	0.0	1485	tags=55%, list=14%, signal=63%	
GSE7852_TREG_VS_TCONV_DN	GSE7852_TREG_VS_TCONV_DN	Details ...	166	-0.7095179	-2.6863105	0.0	0.0	0.0	1367	tags=48%, list=13%, signal=54%	
GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP	GSE3920_IFNA_VS_IFNB_TREATED_ENDOTHELIAL_CELL_UP	Details ...	131	-0.70962256	-2.636779	0.0	0.0	0.0	1274	tags=47%, list=12%, signal=52%	
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP	GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP	Details ...	164	-0.70417535	-2.6366618	0.0	0.0	0.0	1497	tags=54%, list=14%, signal=62%	
GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP	GSE6674_ANTI_IGM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP	Details ...	177	-0.6941873	-2.6251984	0.0	0.0	0.0	1692	tags=49%, list=16%, signal=58%	
GSE7852_TREG_VS_TCONV_LN_DN	GSE7852_TREG_VS_TCONV_LN_DN	Details ...	147	-0.6957837	-2.6133046	0.0	0.0	0.0	1181	tags=41%, list=11%, signal=46%	
GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	Details ...	172	-0.6853437	-2.6063955	0.0	0.0	0.0	1510	tags=49%, list=14%, signal=57%	
GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	Details ...	158	-0.69303507	-2.5994446	0.0	0.0	0.0	1630	tags=52%, list=16%, signal=61%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	Details ...	157	-0.6849687	-2.5915263	0.0	0.0	0.0	1630	tags=57%, list=16%, signal=67%	
GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP	GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP	Details ...	153	-0.68143004	-2.5634112	0.0	0.0	0.0	1512	tags=53%, list=14%, signal=61%	
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_DN	Details ...	160	-0.6875427	-2.559039	0.0	0.0	0.0	1043	tags=41%, list=10%, signal=45%	
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	Details ...	155	-0.6822809	-2.557525	0.0	0.0	0.0	1800	tags=51%, list=17%, signal=61%	
GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN	GSE37605_FOXP3_FUSION_GFP_VS_IRES_GFP_TREG_NOD_DN	Details ...	122	-0.69797516	-2.529904	0.0	0.0	0.0	1473	tags=47%, list=14%, signal=54%	
GSE7460_TCONV_VS_TREG_LN_UP	GSE7460_TCONV_VS_TREG_LN_UP	Details ...	144	-0.68297774	-2.5124893	0.0	0.0	0.0	1024	tags=40%, list=10%, signal=43%	
GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN	GSE3920_UNTREATED_VS_IFNG_TREATED_FIBROBLAST_DN	Details ...	143	-0.66924834	-2.5044537	0.0	0.0	0.0	1952	tags=56%, list=19%, signal=68%	
GSE30083_SP1_VS_SP3_THYMOCYTE_DN	GSE30083_SP1_VS_SP3_THYMOCYTE_DN	Details ...	126	-0.6878098	-2.4914498	0.0	0.0	0.0	2070	tags=63%, list=20%, signal=78%	
GSE25677_MPL_VS_R848_STIM_BCELL_DN	GSE25677_MPL_VS_R848_STIM_BCELL_DN	Details ...	160	-0.653283	-2.4671376	0.0	0.0	0.0	1722	tags=46%, list=16%, signal=54%	
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP	Details ...	104	-0.703279	-2.4632487	0.0	0.0	0.0	2223	tags=56%, list=21%, signal=70%	
GSE4142_GC_BCELL_VS_MEMORY_BCELL_UP	GSE4142_GC_BCELL_VS_MEMORY_BCELL_UP	Details ...	126	-0.67001987	-2.4546142	0.0	0.0	0.0	2079	tags=52%, list=20%, signal=65%	
GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	GSE13522_CTRL_VS_T_CRUZI_Y_STRAIN_INF_SKIN_IFNAR_KO_UP	Details ...	157	-0.6507714	-2.450128	0.0	0.0	0.0	1540	tags=47%, list=15%, signal=54%	
GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	GSE40666_WT_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP	Details ...	157	-0.6445405	-2.4385238	0.0	0.0	0.0	2337	tags=56%, list=22%, signal=71%	
GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	GSE30962_ACUTE_VS_CHRONIC_LCMV_PRIMARY_INF_CD8_TCELL_UP	Details ...	156	-0.6467065	-2.430353	0.0	0.0	0.0	1974	tags=52%, list=19%, signal=63%	
GSE7460_TCONV_VS_TREG_THYMUS_UP	GSE7460_TCONV_VS_TREG_THYMUS_UP	Details ...	147	-0.65236616	-2.4281666	0.0	0.0	0.0	1952	tags=52%, list=19%, signal=63%	
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	Details ...	144	-0.6424007	-2.4224901	0.0	0.0	0.0	1412	tags=40%, list=13%, signal=46%	
GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_GATA1_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	Details ...	159	-0.63930255	-2.4194257	0.0	0.0	0.0	1658	tags=47%, list=16%, signal=55%	
GSE7852_TREG_VS_TCONV_THYMUS_DN	GSE7852_TREG_VS_TCONV_THYMUS_DN	Details ...	139	-0.65147996	-2.416281	0.0	0.0	0.0	1898	tags=47%, list=18%, signal=57%	
GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_DN	GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_DN	Details ...	165	-0.6451159	-2.412144	0.0	0.0	0.0	1876	tags=44%, list=18%, signal=53%	
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	Details ...	152	-0.65172243	-2.4112859	0.0	0.0	0.0	1722	tags=49%, list=16%, signal=58%	
GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	GSE31082_DN_VS_CD8_SP_THYMOCYTE_DN	Details ...	159	-0.63965	-2.3898783	0.0	0.0	0.0	1989	tags=54%, list=19%, signal=66%	
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_UP	Details ...	138	-0.6426835	-2.3800452	0.0	0.0	0.0	1767	tags=49%, list=17%, signal=58%	
GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN	GSE12003_4D_VS_8D_CULTURE_MIR223_KO_BM_PROGENITOR_DN	Details ...	142	-0.641322	-2.3792505	0.0	0.0	0.0	1489	tags=40%, list=14%, signal=46%	
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN	GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY6_POST_IMMUNIZATION_DN	Details ...	162	-0.6233518	-2.3698604	0.0	0.0	0.0	1443	tags=43%, list=14%, signal=49%	
GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN	GSE16697_CD4_TCELL_VS_TFH_CD4_TCELL_DN	Details ...	178	-0.61161953	-2.368624	0.0	0.0	0.0	1654	tags=47%, list=16%, signal=54%	
GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_DN	GSE21670_UNTREATED_VS_IL6_TREATED_CD4_TCELL_DN	Details ...	174	-0.6189237	-2.3657918	0.0	0.0	0.0	2077	tags=51%, list=20%, signal=62%	
GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP	GSE28726_NAIVE_VS_ACTIVATED_CD4_TCELL_UP	Details ...	138	-0.6431689	-2.36522	0.0	0.0	0.0	1738	tags=51%, list=17%, signal=61%	
GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_DN	Details ...	170	-0.62339514	-2.3605106	0.0	0.0	0.0	1547	tags=37%, list=15%, signal=43%	
GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP	GSE7219_UNSTIM_VS_LPS_AND_ANTI_CD40_STIM_NIK_NFKB2_KO_DC_UP	Details ...	156	-0.61558056	-2.3529935	0.0	0.0	0.0	1177	tags=41%, list=11%, signal=46%	
GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_UNTREATED_VS_TGFB_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	Details ...	184	-0.6114712	-2.3494692	0.0	0.0	0.0	1576	tags=41%, list=15%, signal=47%	
GSE32901_NAIVE_VS_TH1_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH1_CD4_TCELL_UP	Details ...	72	-0.7008925	-2.3492718	0.0	0.0	0.0	1456	tags=44%, list=14%, signal=51%	
GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE37301_CD4_TCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	Details ...	122	-0.65283346	-2.3420393	0.0	0.0	0.0	1550	tags=48%, list=15%, signal=55%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	Details ...	144	-0.6310296	-2.3419564	0.0	0.0	0.0	1805	tags=39%, list=17%, signal=46%	
GSE24142_DN2_VS_DN3_THYMOCYTE_DN	GSE24142_DN2_VS_DN3_THYMOCYTE_DN	Details ...	161	-0.61687213	-2.3402736	0.0	0.0	0.0	1921	tags=46%, list=18%, signal=55%	
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	Details ...	114	-0.65125185	-2.3342438	0.0	0.0	0.0	1135	tags=38%, list=11%, signal=42%	
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	Details ...	129	-0.62830186	-2.330329	0.0	0.0	0.0	1236	tags=37%, list=12%, signal=42%	
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	Details ...	164	-0.6199261	-2.3239262	0.0	0.0	0.0	1973	tags=44%, list=19%, signal=53%	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	Details ...	123	-0.6444623	-2.323887	0.0	0.0	0.0	1431	tags=41%, list=14%, signal=47%	
GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN	GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_DN	Details ...	162	-0.61100274	-2.3114388	0.0	0.0	0.0	2138	tags=60%, list=20%, signal=75%	
GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_UP	GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_UP	Details ...	154	-0.6202146	-2.3086166	0.0	0.0	0.0	1578	tags=42%, list=15%, signal=48%	
GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	Details ...	157	-0.61191565	-2.3083513	0.0	0.0	0.0	2192	tags=50%, list=21%, signal=63%	
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_DN	GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_DN	Details ...	145	-0.6126217	-2.3031042	0.0	0.0	0.0	1477	tags=39%, list=14%, signal=44%	
GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_UP	GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_UP	Details ...	142	-0.6211653	-2.2999964	0.0	0.0	0.0	2398	tags=59%, list=23%, signal=76%	
GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP	GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP	Details ...	172	-0.61212915	-2.297847	0.0	0.0	0.0	1656	tags=41%, list=16%, signal=48%	
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP	Details ...	120	-0.6220479	-2.2915924	0.0	0.0	0.0	1812	tags=48%, list=17%, signal=57%	
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_IKAROS_KO_DN	Details ...	158	-0.6138927	-2.2817075	0.0	0.0	0.0	1806	tags=38%, list=17%, signal=45%	
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_UP	GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_UP	Details ...	154	-0.611679	-2.2791934	0.0	0.0	0.0	2261	tags=47%, list=22%, signal=59%	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	Details ...	121	-0.6149289	-2.2754695	0.0	0.0	0.0	1746	tags=46%, list=17%, signal=55%	
GSE3691_CONVENTIONAL_VS_PLASMACYTOID_DC_SPLEEN_UP	GSE3691_CONVENTIONAL_VS_PLASMACYTOID_DC_SPLEEN_UP	Details ...	150	-0.60760134	-2.2722654	0.0	0.0	0.0	1497	tags=40%, list=14%, signal=46%	
GSE31082_DN_VS_DP_THYMOCYTE_DN	GSE31082_DN_VS_DP_THYMOCYTE_DN	Details ...	175	-0.59812653	-2.2722554	0.0	0.0	0.0	2398	tags=43%, list=23%, signal=55%	
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_DN	GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_DN	Details ...	173	-0.59747356	-2.2720454	0.0	0.0	0.0	1952	tags=42%, list=19%, signal=51%	
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_UP	GSE40666_WT_VS_STAT1_KO_CD8_TCELL_UP	Details ...	166	-0.6075064	-2.271153	0.0	0.0	0.0	2311	tags=50%, list=22%, signal=63%	
GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_12H_IN_VITRO_ACT_CD4_TCELL_UP	Details ...	123	-0.6238273	-2.2690804	0.0	0.0	0.0	2109	tags=46%, list=20%, signal=56%	
GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_DN	GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_DN	Details ...	164	-0.5962221	-2.268314	0.0	0.0	0.0	1569	tags=41%, list=15%, signal=47%	
GSE6875_TCONV_VS_FOXP3_KO_TREG_UP	GSE6875_TCONV_VS_FOXP3_KO_TREG_UP	Details ...	104	-0.63745815	-2.2670164	0.0	0.0	0.0	1668	tags=40%, list=16%, signal=48%	
GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_DN	GSE28726_NAIVE_CD4_TCELL_VS_NAIVE_NKTCELL_DN	Details ...	108	-0.6351348	-2.2627983	0.0	0.0	0.0	1651	tags=42%, list=16%, signal=49%	
GSE30083_SP1_VS_SP4_THYMOCYTE_DN	GSE30083_SP1_VS_SP4_THYMOCYTE_DN	Details ...	164	-0.59463537	-2.2597723	0.0	0.0	0.0	1787	tags=51%, list=17%, signal=60%	
GSE40443_INDUCED_VS_TOTAL_TREG_DN	GSE40443_INDUCED_VS_TOTAL_TREG_DN	Details ...	152	-0.5973606	-2.2571187	0.0	0.0	0.0	917	tags=38%, list=9%, signal=40%	
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	Details ...	152	-0.6016989	-2.2566993	0.0	0.0	0.0	2446	tags=56%, list=23%, signal=72%	
GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN	GSE4590_SMALL_VS_LARGE_PRE_BCELL_DN	Details ...	108	-0.6310054	-2.2549317	0.0	0.0	0.0	1714	tags=46%, list=16%, signal=55%	
GSE3039_B2_VS_B1_BCELL_UP	GSE3039_B2_VS_B1_BCELL_UP	Details ...	129	-0.6101172	-2.2532692	0.0	0.0	0.0	1716	tags=38%, list=16%, signal=45%	
GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	Details ...	119	-0.61898714	-2.2445364	0.0	0.0	0.0	1206	tags=40%, list=11%, signal=45%	
GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	GSE31082_DN_VS_CD4_SP_THYMOCYTE_DN	Details ...	174	-0.5854416	-2.241207	0.0	0.0	0.0	1733	tags=47%, list=16%, signal=55%	
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN	GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN	Details ...	170	-0.5877032	-2.2341783	0.0	0.0	0.0	1506	tags=43%, list=14%, signal=49%	
GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_DN	GSE22432_PDC_VS_TGFB1_TREATEDCOMMON_DC_PROGENITOR_DN	Details ...	170	-0.5852584	-2.232048	0.0	0.0	0.0	1561	tags=43%, list=15%, signal=50%	
GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	GSE41867_DAY6_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	Details ...	166	-0.59227926	-2.229442	0.0	0.0	0.0	2166	tags=46%, list=21%, signal=58%	
GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_DN	GSE7568_IL4_TGFB_DEXAMETHASONE_VS_IL4_TGFB_TREATED_MACROPHAGE_DN	Details ...	158	-0.59460735	-2.2211401	0.0	0.0	0.0	2253	tags=49%, list=21%, signal=62%	
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP	GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP	Details ...	176	-0.58213705	-2.2192178	0.0	0.0	0.0	1764	tags=40%, list=17%, signal=47%	
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN	GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN	Details ...	149	-0.59417075	-2.2187693	0.0	0.0	0.0	2408	tags=52%, list=23%, signal=67%	
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	Details ...	150	-0.5908669	-2.2167146	0.0	0.0	0.0	1538	tags=37%, list=15%, signal=42%	
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP	Details ...	184	-0.5823391	-2.2142496	0.0	0.0	0.0	1324	tags=36%, list=13%, signal=41%	
GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	GSE2405_0H_VS_12H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP	Details ...	174	-0.57925	-2.2127457	0.0	0.0	0.0	1347	tags=44%, list=13%, signal=50%	
GSE21380_NON_TFH_VS_TFH_CD4_TCELL_DN	GSE21380_NON_TFH_VS_TFH_CD4_TCELL_DN	Details ...	147	-0.59468734	-2.2121444	0.0	0.0	0.0	1614	tags=39%, list=15%, signal=45%	
GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP	GSE22432_CDC_VS_COMMON_DC_PROGENITOR_UP	Details ...	163	-0.5923451	-2.211465	0.0	0.0	0.0	2310	tags=50%, list=22%, signal=63%	
GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN	GSE16450_CTRL_VS_IFNA_6H_STIM_IMMATURE_NEURON_CELL_LINE_DN	Details ...	125	-0.6063568	-2.2092211	0.0	0.0	0.0	1561	tags=41%, list=15%, signal=47%	
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	Details ...	124	-0.6052626	-2.2061303	0.0	0.0	0.0	1473	tags=40%, list=14%, signal=45%	
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_6H_UP	Details ...	179	-0.5775732	-2.202104	0.0	0.0	0.0	1799	tags=44%, list=17%, signal=52%	
GSE11924_TFH_VS_TH1_CD4_TCELL_UP	GSE11924_TFH_VS_TH1_CD4_TCELL_UP	Details ...	174	-0.57265913	-2.1996906	0.0	0.0	0.0	2692	tags=47%, list=26%, signal=62%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	Details ...	108	-0.61351013	-2.197301	0.0	0.0	0.0	1435	tags=44%, list=14%, signal=50%	
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	Details ...	143	-0.59120345	-2.196155	0.0	0.0	0.0	1620	tags=43%, list=15%, signal=51%	
GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_UP	GSE17186_BLOOD_VS_CORD_BLOOD_CD21LOW_TRANSITIONAL_BCELL_UP	Details ...	180	-0.5648822	-2.1946013	0.0	0.0	0.0	1506	tags=41%, list=14%, signal=47%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN	Details ...	157	-0.5760044	-2.1931114	0.0	0.0	0.0	1798	tags=42%, list=17%, signal=50%	
GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP	GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP	Details ...	155	-0.5839509	-2.1930819	0.0	0.0	0.0	1546	tags=32%, list=15%, signal=37%	
GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_DN	GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_IL2_CULTURE_DN	Details ...	76	-0.6416691	-2.1900787	0.0	0.0	0.0	1713	tags=54%, list=16%, signal=64%	
GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN	GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN	Details ...	101	-0.6121228	-2.1899028	0.0	0.0	0.0	1413	tags=39%, list=13%, signal=44%	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	Details ...	140	-0.59118855	-2.1868794	0.0	0.0	0.0	1648	tags=41%, list=16%, signal=48%	
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	Details ...	116	-0.61214083	-2.1853344	0.0	0.0	0.0	2296	tags=52%, list=22%, signal=65%	
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	Details ...	159	-0.5794649	-2.182928	0.0	0.0	0.0	2144	tags=50%, list=20%, signal=61%	
GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP	Details ...	149	-0.5829555	-2.1812723	0.0	0.0	0.0	1503	tags=43%, list=14%, signal=49%	
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_UP	Details ...	122	-0.61045563	-2.181023	0.0	0.0	0.0	2352	tags=53%, list=22%, signal=68%	
GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_CTRL_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	Details ...	113	-0.6063002	-2.1809435	0.0	0.0	0.0	1694	tags=41%, list=16%, signal=48%	
