NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_IFNAR_KO_DN		143	-0.363153	-1.3338199	0.038610037	0.06982046	1.0	984	tags=17%, list=9%, signal=18%	
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP		152	-0.35597274	-1.3332843	0.029684601	0.07014924	1.0	1333	tags=21%, list=13%, signal=24%	
GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DN	GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_PPARG_KO_MACROPHAGE_DN		142	-0.35851207	-1.3328254	0.022727273	0.07040725	1.0	1253	tags=18%, list=12%, signal=21%	
GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN	GSE33425_CD8_ALPHAALPHA_VS_ALPHABETA_CD161_HIGH_TCELL_DN		176	-0.35328928	-1.332592	0.031380754	0.07052523	1.0	1054	tags=19%, list=10%, signal=21%	
GSE15330_HSC_VS_PRO_BCELL_UP	GSE15330_HSC_VS_PRO_BCELL_UP		172	-0.35187677	-1.3324432	0.02946593	0.07057748	1.0	1735	tags=22%, list=17%, signal=25%	
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN		76	-0.39557013	-1.3319657	0.050583657	0.070873916	1.0	2214	tags=39%, list=21%, signal=50%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN		94	-0.38026503	-1.3313715	0.041501977	0.071237184	1.0	993	tags=21%, list=9%, signal=23%	
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN	ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN		37	-0.4415603	-1.331288	0.09423077	0.07125676	1.0	953	tags=19%, list=9%, signal=21%	
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_DN	GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_DN		115	-0.3699016	-1.3310958	0.025547445	0.07135115	1.0	1733	tags=31%, list=16%, signal=37%	
GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_DN	GSE2128_CTRL_VS_MIMETOPE_NEGATIVE_SELECTION_DP_THYMOCYTE_NOD_DN		112	-0.3698497	-1.3306642	0.054924242	0.07161905	1.0	1652	tags=22%, list=16%, signal=26%	
GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP	GSE41867_DAY6_VS_DAY15_LCMV_CLONE13_EFFECTOR_CD8_TCELL_UP		31	-0.46681064	-1.3302321	0.08237548	0.0718726	1.0	1177	tags=23%, list=11%, signal=25%	
GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN	GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN		157	-0.35404956	-1.3296676	0.03256705	0.072227485	1.0	925	tags=20%, list=9%, signal=22%	
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_DN	GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_DN		164	-0.3451818	-1.3295265	0.024299065	0.07226038	1.0	1255	tags=19%, list=12%, signal=21%	
GSE17721_LPS_VS_POLYIC_6H_BMDC_DN	GSE17721_LPS_VS_POLYIC_6H_BMDC_DN		161	-0.34862193	-1.3294849	0.015929203	0.07223256	1.0	1763	tags=27%, list=17%, signal=32%	
GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP	GSE24026_PD1_LIGATION_VS_CTRL_IN_ACT_TCELL_LINE_UP		128	-0.36227527	-1.3290741	0.02471483	0.07247955	1.0	1420	tags=23%, list=14%, signal=27%	
GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN	GSE6259_FLT3L_INDUCED_DEC205_POS_DC_VS_CD8_TCELL_DN		137	-0.36004356	-1.3290224	0.036437247	0.07246795	1.0	1306	tags=25%, list=12%, signal=28%	
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP		58	-0.4062894	-1.328825	0.0546875	0.07255924	1.0	1793	tags=28%, list=17%, signal=33%	
GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_DN		147	-0.36067703	-1.3284777	0.02385321	0.07275955	1.0	1578	tags=25%, list=15%, signal=29%	
GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_DN	GSE2585_CD80_HIGH_VS_LOW_AIRE_KO_MTEC_DN		80	-0.39139223	-1.3284698	0.044921875	0.07271611	1.0	1225	tags=16%, list=12%, signal=18%	
GSE24814_STAT5_KO_VS_WT_PRE_BCELL_UP	GSE24814_STAT5_KO_VS_WT_PRE_BCELL_UP		61	-0.40563148	-1.3280118	0.064638786	0.073016584	1.0	1499	tags=23%, list=14%, signal=27%	
GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP	GSE39820_TGFBETA1_IL6_VS_TGFBETA1_IL6_IL23A_TREATED_CD4_TCELL_UP		167	-0.35056698	-1.3277825	0.020676691	0.07314613	1.0	1899	tags=26%, list=18%, signal=31%	
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP		134	-0.3596059	-1.3275063	0.032319393	0.07328152	1.0	1209	tags=21%, list=12%, signal=23%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP		80	-0.3905426	-1.3273227	0.059386972	0.07337569	1.0	1250	tags=28%, list=12%, signal=31%	
GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP	GSE36891_POLYIC_TLR3_VS_PAM_TLR2_STIM_PERITONEAL_MACROPHAGE_UP		77	-0.3916064	-1.3272175	0.058052436	0.073405094	1.0	945	tags=17%, list=9%, signal=18%	
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_DN	GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_DN		112	-0.3683323	-1.3268266	0.040441178	0.07363478	1.0	1382	tags=23%, list=13%, signal=26%	
GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP	GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP		157	-0.35414547	-1.3264068	0.034671534	0.07389464	1.0	2268	tags=33%, list=22%, signal=42%	
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP	GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP		129	-0.36184305	-1.3258649	0.046	0.07424309	1.0	2140	tags=30%, list=20%, signal=37%	
GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	GSE17974_1.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP		158	-0.34943247	-1.3257643	0.022988506	0.07428429	1.0	1186	tags=19%, list=11%, signal=21%	
GSE29618_MONOCYTE_VS_MDC_UP	GSE29618_MONOCYTE_VS_MDC_UP		105	-0.36944047	-1.3252901	0.041753653	0.07458125	1.0	1402	tags=29%, list=13%, signal=33%	
GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN	GSE11057_NAIVE_CD4_VS_PBMC_CD4_TCELL_DN		142	-0.35637373	-1.3251323	0.037950665	0.07465071	1.0	1722	tags=30%, list=16%, signal=36%	
GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN	GSE9946_IMMATURE_VS_PROSTAGLANDINE2_TREATED_MATURE_DC_DN		50	-0.40991002	-1.3250632	0.06077348	0.07465472	1.0	362	tags=12%, list=3%, signal=12%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_3H_DN		130	-0.36382437	-1.3247452	0.03448276	0.07484037	1.0	2097	tags=30%, list=20%, signal=37%	
GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP	GSE25123_ROSIGLITAZONE_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP		148	-0.3544887	-1.3241162	0.035849057	0.07525939	1.0	947	tags=16%, list=9%, signal=17%	
GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN	GSE32034_LY6C_HIGH_VS_LOW_ROSIGLIZATONE_TREATED_MONOCYTE_DN		131	-0.36205384	-1.3231186	0.03219697	0.07596992	1.0	1058	tags=23%, list=10%, signal=25%	
GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP	GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP		140	-0.36152184	-1.3230195	0.03358209	0.07599682	1.0	2255	tags=21%, list=21%, signal=27%	
GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_DN	GSE16385_MONOCYTE_VS_12H_IFNG_TNF_TREATED_MACROPHAGE_DN		100	-0.37194037	-1.3227793	0.05212355	0.0761159	1.0	1374	tags=19%, list=13%, signal=22%	
GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN	GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN		144	-0.35200793	-1.322387	0.029684601	0.07636907	1.0	1845	tags=26%, list=18%, signal=31%	
GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN	GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_DN		152	-0.350884	-1.3207936	0.025242718	0.07753186	1.0	1511	tags=26%, list=14%, signal=30%	
GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_DN		154	-0.3519488	-1.3205497	0.035714287	0.077677995	1.0	2377	tags=34%, list=23%, signal=44%	
GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN	GSE14413_UNSTIM_VS_IFNB_STIM_L929_CELLS_DN		41	-0.4318955	-1.3204994	0.08221798	0.07767312	1.0	2150	tags=34%, list=20%, signal=43%	
GSE7568_CTRL_VS_3H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN	GSE7568_CTRL_VS_3H_TGFB_TREATED_MACROPHAGES_WITH_IL4_AND_DEXAMETHASONE_DN		145	-0.3549724	-1.3192047	0.033009708	0.078682415	1.0	1969	tags=21%, list=19%, signal=25%	
GSE40273_EOS_KO_VS_WT_TREG_UP	GSE40273_EOS_KO_VS_WT_TREG_UP		168	-0.34810567	-1.3188449	0.024667932	0.07890676	1.0	1241	tags=18%, list=12%, signal=21%	
GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP	GSE34515_CD16_NEG_MONOCYTE_VS_DC_UP		135	-0.35494727	-1.3180519	0.025408348	0.07950496	1.0	1655	tags=29%, list=16%, signal=34%	
GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP	GSE22886_DAY1_VS_DAY7_MONOCYTE_IN_CULTURE_UP		136	-0.35220805	-1.3166497	0.032315977	0.08056199	1.0	1459	tags=23%, list=14%, signal=26%	
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN		140	-0.35769767	-1.3163706	0.045787547	0.08076264	1.0	1311	tags=24%, list=12%, signal=27%	
GSE17721_LPS_VS_CPG_24H_BMDC_UP	GSE17721_LPS_VS_CPG_24H_BMDC_UP		121	-0.36620983	-1.315838	0.04789272	0.0811461	1.0	1490	tags=26%, list=14%, signal=30%	
GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN	GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_FOXP3_TRASDUCED_CD4_TCELL_DN		97	-0.3718618	-1.3153305	0.03846154	0.081487514	1.0	1552	tags=25%, list=15%, signal=29%	
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP	PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP		53	-0.4106403	-1.3151916	0.083984375	0.08155753	1.0	1590	tags=34%, list=15%, signal=40%	
GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN	GSE6269_HEALTHY_VS_E_COLI_INF_PBMC_DN		72	-0.3849564	-1.3149302	0.047244094	0.081713274	1.0	1703	tags=26%, list=16%, signal=31%	
GSE43955_10H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN	GSE43955_10H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN		122	-0.3611796	-1.3128115	0.027829314	0.08336015	1.0	1875	tags=27%, list=18%, signal=33%	
GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP	GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_UP		128	-0.35920596	-1.312558	0.046421662	0.08349318	1.0	1134	tags=16%, list=11%, signal=17%	
GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	GSE411_UNSTIM_VS_100MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP		151	-0.3497631	-1.3124655	0.028933093	0.08351327	1.0	1932	tags=27%, list=18%, signal=33%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP		118	-0.36320925	-1.3124535	0.03409091	0.08347065	1.0	536	tags=15%, list=5%, signal=16%	
GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_CTRL_VS_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		113	-0.36571497	-1.3119309	0.042307694	0.08382733	1.0	1008	tags=21%, list=10%, signal=23%	
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN	GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN		128	-0.35643703	-1.3118404	0.04509804	0.08384106	1.0	2136	tags=27%, list=20%, signal=33%	
GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_DN	GSE46606_IRF4_KO_VS_WT_UNSTIM_BCELL_DN		103	-0.3701963	-1.311453	0.03773585	0.08411717	1.0	1398	tags=17%, list=13%, signal=20%	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN		138	-0.3538401	-1.3113847	0.05075188	0.084127784	1.0	571	tags=14%, list=5%, signal=15%	
GSE27786_NKCELL_VS_NKTCELL_UP	GSE27786_NKCELL_VS_NKTCELL_UP		148	-0.34958974	-1.3110012	0.030360531	0.08439339	1.0	2112	tags=29%, list=20%, signal=36%	
GSE28237_EARLY_VS_LATE_GC_BCELL_DN	GSE28237_EARLY_VS_LATE_GC_BCELL_DN		147	-0.34893155	-1.310956	0.030303031	0.08436986	1.0	1830	tags=26%, list=17%, signal=31%	
GSE22886_NAIVE_BCELL_VS_DC_UP	GSE22886_NAIVE_BCELL_VS_DC_UP		108	-0.36573043	-1.3107351	0.04329897	0.084490255	1.0	993	tags=19%, list=9%, signal=21%	
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_DN	GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_DN		139	-0.35633382	-1.3105628	0.04519774	0.08457486	1.0	1226	tags=17%, list=12%, signal=18%	
GSE37301_HEMATOPOIETIC_STEM_CELL_VS_LYMPHOID_PRIMED_MPP_UP	GSE37301_HEMATOPOIETIC_STEM_CELL_VS_LYMPHOID_PRIMED_MPP_UP		153	-0.3474941	-1.3105055	0.03269231	0.08457596	1.0	2274	tags=29%, list=22%, signal=37%	
GSE3982_MAST_CELL_VS_DC_DN	GSE3982_MAST_CELL_VS_DC_DN		102	-0.36859736	-1.310231	0.05544933	0.084782965	1.0	932	tags=18%, list=9%, signal=19%	
GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_DN	GSE37301_LYMPHOID_PRIMED_MPP_VS_CD4_TCELL_DN		160	-0.34316683	-1.3090198	0.026465029	0.085728645	1.0	2070	tags=29%, list=20%, signal=35%	
GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_FUSION_GFP_DN	GSE37605_TREG_VS_TCONV_C57BL6_FOXP3_FUSION_GFP_DN		111	-0.36317343	-1.3082821	0.048449613	0.08627697	1.0	1632	tags=29%, list=16%, signal=34%	
GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN	GSE26343_WT_VS_NFAT5_KO_MACROPHAGE_DN		145	-0.35341692	-1.3081506	0.025641026	0.086346924	1.0	1024	tags=18%, list=10%, signal=20%	
GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP		165	-0.3456834	-1.3077326	0.031620555	0.08662949	1.0	1970	tags=22%, list=19%, signal=27%	
GSE43863_NAIVE_VS_TFH_CD4_EFF_TCELL_D6_LCMV_DN	GSE43863_NAIVE_VS_TFH_CD4_EFF_TCELL_D6_LCMV_DN		52	-0.41535807	-1.3067598	0.09245283	0.08736054	1.0	906	tags=23%, list=9%, signal=25%	
GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP	GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP		157	-0.34657598	-1.306334	0.029906543	0.08770049	1.0	2156	tags=29%, list=21%, signal=36%	
GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_UP	GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_UP		131	-0.3554004	-1.3063138	0.03846154	0.08766151	1.0	1103	tags=23%, list=10%, signal=25%	
GSE29618_BCELL_VS_MDC_DN	GSE29618_BCELL_VS_MDC_DN		146	-0.3527919	-1.305927	0.033027522	0.087919965	1.0	1794	tags=32%, list=17%, signal=37%	
GSE27859_MACROPHAGE_VS_DC_DN	GSE27859_MACROPHAGE_VS_DC_DN		88	-0.3751952	-1.3058972	0.06042885	0.08788832	1.0	1083	tags=17%, list=10%, signal=19%	
GSE360_L_MAJOR_VS_T_GONDII_DC_UP	GSE360_L_MAJOR_VS_T_GONDII_DC_UP		65	-0.39803943	-1.305865	0.08037383	0.08785679	1.0	753	tags=15%, list=7%, signal=16%	
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN	GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN		122	-0.358818	-1.305034	0.045833334	0.08846013	1.0	1909	tags=27%, list=18%, signal=33%	
SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP	SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP		213	-0.3334581	-1.3050061	0.025830258	0.08842903	1.0	1604	tags=28%, list=15%, signal=33%	
GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN		101	-0.36400616	-1.303608	0.054545455	0.089574136	1.0	1799	tags=28%, list=17%, signal=33%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP		114	-0.36617047	-1.302438	0.043912176	0.09054696	1.0	1630	tags=25%, list=16%, signal=30%	
GSE27786_BCELL_VS_MONO_MAC_DN	GSE27786_BCELL_VS_MONO_MAC_DN		109	-0.36188647	-1.3024099	0.04518664	0.09051153	1.0	2617	tags=34%, list=25%, signal=45%	
GSE25085_FETAL_LIVER_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP	GSE25085_FETAL_LIVER_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP		162	-0.3433474	-1.3010948	0.034883723	0.09159571	1.0	1931	tags=23%, list=18%, signal=28%	
GSE27786_CD4_TCELL_VS_NKCELL_DN	GSE27786_CD4_TCELL_VS_NKCELL_DN		149	-0.34506518	-1.3008969	0.028169014	0.091708355	1.0	1826	tags=26%, list=17%, signal=31%	
GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP	GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP		139	-0.34872377	-1.3007885	0.04238921	0.0917457	1.0	1512	tags=24%, list=14%, signal=28%	
GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP	GSE23925_LIGHT_ZONE_VS_NAIVE_BCELL_UP		155	-0.34558275	-1.3002232	0.032128513	0.092205286	1.0	969	tags=15%, list=9%, signal=16%	
GSE37301_PRO_BCELL_VS_CD4_TCELL_UP	GSE37301_PRO_BCELL_VS_CD4_TCELL_UP		151	-0.3461868	-1.3001208	0.042168673	0.092239164	1.0	1182	tags=23%, list=11%, signal=26%	
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN	GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_DN		147	-0.34873095	-1.2996347	0.0407767	0.09263114	1.0	1780	tags=27%, list=17%, signal=32%	
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP	GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_AND_RARA_AGONIST_AM580_TREATED_DC_UP		128	-0.3565859	-1.2996231	0.04859813	0.09257898	1.0	1413	tags=29%, list=13%, signal=33%	
GSE17721_0.5H_VS_24H_POLYIC_BMDC_DN	GSE17721_0.5H_VS_24H_POLYIC_BMDC_DN		160	-0.34400067	-1.2992778	0.03307393	0.09282357	1.0	1861	tags=27%, list=18%, signal=32%	
GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN		142	-0.35342902	-1.2987537	0.04204753	0.09323535	1.0	1622	tags=21%, list=15%, signal=25%	
GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_UP	GSE40184_HEALTHY_VS_HCV_INFECTED_DONOR_PBMC_UP		117	-0.36067745	-1.2981315	0.062030077	0.09375048	1.0	1295	tags=22%, list=12%, signal=25%	
GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN	GSE29618_PDC_VS_MDC_DAY7_FLU_VACCINE_DN		132	-0.3540974	-1.2978662	0.041353382	0.09391699	1.0	1600	tags=33%, list=15%, signal=39%	
GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN	GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN		151	-0.34489724	-1.2975477	0.05168986	0.09416713	1.0	1065	tags=23%, list=10%, signal=25%	
GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP	GSE1925_CTRL_VS_3H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP		114	-0.36058947	-1.2968802	0.036053132	0.09469666	1.0	2231	tags=32%, list=21%, signal=41%	
GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_16H_BMDC_DN		120	-0.3538241	-1.2963691	0.05859375	0.09509289	1.0	1629	tags=27%, list=16%, signal=31%	
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_DN	GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_DN		112	-0.35961193	-1.2963431	0.052941177	0.095052674	1.0	1068	tags=17%, list=10%, signal=19%	
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP	ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP		90	-0.37314838	-1.2961677	0.05544933	0.09513692	1.0	1583	tags=27%, list=15%, signal=31%	
GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP	GSE19198_1H_VS_6H_IL21_TREATED_TCELL_UP		44	-0.4258148	-1.2960991	0.08795411	0.09512905	1.0	945	tags=18%, list=9%, signal=20%	
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_56D_TOP_100_DEG_AFTER_IN_VITRO_RE_STIMULATION_DN	HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_56D_TOP_100_DEG_AFTER_IN_VITRO_RE_STIMULATION_DN		36	-0.43363494	-1.2955241	0.10242086	0.09559485	1.0	1375	tags=22%, list=13%, signal=25%	
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_UP	GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_UP		69	-0.3844154	-1.2951605	0.07722772	0.09587259	1.0	1535	tags=23%, list=15%, signal=27%	
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_DN	GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_DN		49	-0.4180049	-1.2948031	0.104627766	0.09611801	1.0	1562	tags=31%, list=15%, signal=36%	
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP	GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP		154	-0.3404865	-1.2944294	0.030303031	0.09641496	1.0	1389	tags=24%, list=13%, signal=27%	
GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_IRF4_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		159	-0.34037387	-1.2943658	0.035580523	0.09641584	1.0	1612	tags=24%, list=15%, signal=28%	
