NAME	TITLE	SCORE	
NGDN		0.014905817	
DAD1		0.014677729	
2310022B05RIK		0.014487085	
RNMT		0.014369888	
DYM		0.014358339	
MDM4		0.014165522	
TRIT1		0.013998242	
SKA2		0.013932393	
RMDN1		0.013602478	
STX2		0.013249199	
1600002H07RIK		0.013021705	
TIGD2		0.012946134	
SERGEF		0.012936352	
GATAD2B		0.012057736	
HELQ		0.011970789	
TRMT12		0.011854113	
MSH6		0.011832837	
SPIN1		0.011755829	
CMC4		0.011714276	
TMEM186		0.011617956	
CS		0.01143603	
FAM129B		0.011014016	
AAMDC		0.010677168	
LPCAT1		0.010565914	
1810026J23RIK		0.009788944	
BRWD3		0.0095337	
PRR33		0.009451086	
CCNA2		0.009331496	
TK1		0.009225683	
DAGLB		0.009016248	
FAM26F		0.008943582	
POLR2M		0.008449473	
ARL16		0.00779481	
SLC25A28		0.007422237	
GM13546		0.007383367	
PIP5K1C		0.007019932	
GM16157		0.006817355	
SNX21		0.006781772	
CAMK2G		0.00677806	
CTDP1		0.006764709	
NISCH		0.006658645	
ZFP687		0.006623605	
TCEANC2		0.006529531	
H2AFY		0.006125226	
E2F1		0.006100952	
IFT172		0.005978878	
CKLF		0.005825573	
KIF18A		0.005730787	
PRMT2		0.005665927	
PHLDA3		0.005159393	
DDHD1		0.005137958	
TAPBPL		0.005018854	
FBXW11		0.004935331	
WDR25		0.004813147	
IMPA1		0.004493752	
CCDC166		0.004396821	
BC031181		0.004367284	
DECR2		0.004266821	
GM10785		0.003867149	
WBP4		0.003696357	
KLHL42		0.003369759	
BLOC1S6		0.003355523	
PPP1R12C		0.0031566	
CYHR1		0.003151576	
ASB3		0.003131649	
ZDHHC16		0.002163819	
YIPF4		0.0020808	
FKRP		0.002069528	
MTERF1A		0.001037364	
RAP2C		7.9378E-4	
SLC31A2		7.04882E-4	
ITGAV		1.19518E-4	
MYO7A		-1.53972E-4	
TAF6		-1.64496E-4	
ZFP931		-3.1063E-4	
RBL1		-5.12546E-4	
PAGR1A		-6.62393E-4	
HIST1H2BK		-6.85271E-4	
VPS41		-7.20997E-4	
CAMKMT		-8.33222E-4	
EPC1		-0.001127437	
VIMP		-0.001471204	
PPM1J		-0.001596769	
TTLL3		-0.001768082	
ATP5E		-0.002160479	
PHLPP1		-0.002268458	
ROGDI		-0.00254411	
AGRN		-0.002568804	
TIPRL		-0.002588108	
CSNK1G1		-0.002771121	
PLXNB1		-0.002818169	
INSIG2		-0.002843994	
IFI47		-0.002993886	
1700086O06RIK		-0.003067981	
MELK		-0.003092774	
TMUB1		-0.003810992	
GLB1L		-0.004218972	
EZH2		-0.004320368	
TNFRSF19		-0.004339533	
IK		-0.004442313	
MXI1		-0.004581614	
PARP6		-0.004610143	
OPTN		-0.004623186	
YOD1		-0.004643682	
KAT8		-0.004870597	
ING2		-0.005264602	
HMGXB4		-0.005486032	
MCAT		-0.005580237	
IBA57		-0.005661923	
PPP4R1L-PS		-0.006008161	
FUK		-0.006065828	
2700099C18RIK		-0.006098905	
TBCK		-0.006169209	
MAN2C1		-0.006229575	
DNM1L		-0.006296716	
LSM14A		-0.006627893	
AP2M1		-0.006633331	
EFCAB14		-0.006674315	
GPSM1		-0.006750299	
TTF2		-0.006851937	
IVD		-0.007009488	
HDAC11		-0.007025051	
AR		-0.007201646	
WDR37		-0.007337974	
FRS2		-0.007719593	
SNX19		-0.00776481	
SLC36A1		-0.007943018	
SNW1		-0.008000205	
2810021J22RIK		-0.008269633	
DRAP1		-0.008423689	
GM5141		-0.008480473	
RNF20		-0.00861695	
AAK1		-0.008900073	
KIF13B		-0.00925939	
EPG5		-0.009300347	
0610011F06RIK		-0.00931262	
PFKFB4		-0.009501125	
ALKBH5		-0.009851268	
DNAJC30		-0.009866358	
WSB2		-0.010229575	
AURKB		-0.010311708	
IFT52		-0.010842795	
CSPP1		-0.011187259	
CAMP		-0.011194933	
PI4K2A		-0.011212915	
WDR1		-0.011236674	
AP5B1		-0.011577216	
RIC1		-0.011741232	
BRPF3		-0.011884272	
LRWD1		-0.011927397	
CREG1		-0.01209039	
MTMR4		-0.012106678	
CCDC97		-0.012159323	
9130011E15RIK		-0.012234043	
HARBI1		-0.012317693	
CASP8AP2		-0.012644513	
HSCB		-0.012758334	
ABCB8		-0.012783081	
TRAK2		-0.012820016	
SLC25A16		-0.01282191	
FAM174B		-0.012944471	
RAB12		-0.013142862	
DENND4B		-0.013214099	
SAP30BP		-0.013379013	
LYZ2		-0.013415539	
GSTZ1		-0.013454691	
ZFP644		-0.013637732	
TCIRG1		-0.013654911	
MAP4K3		-0.013698585	
CDC20		-0.014125378	
ST3GAL3		-0.014152672	
CCDC157		-0.014273088	
FMR1		-0.01483455	
CYP39A1		-0.01488001	
WDPCP		-0.015107475	
RNF187		-0.015268469	
C2CD2L		-0.015346762	
CTR9		-0.015349367	
NELFE		-0.015585988	
DAP3		-0.015640218	
MUM1		-0.015721189	
CCNK		-0.01587332	
TIGAR		-0.01592616	
DTNBP1		-0.016240826	
OSCP1		-0.016918262	
LNPEP		-0.016975554	
U2AF1L4		-0.017123897	
TEX264		-0.017302252	
PPP1R2		-0.01752793	
PFDN6		-0.017652664	
ACTR1B		-0.017663417	
SNORD96A		-0.017897936	
WDR35		-0.017950548	
SAP30L		-0.017983899	
PPP1R10		-0.018097268	
KCTD20		-0.018562105	
TJP2		-0.01862129	
GSR		-0.018749095	
IMPACT		-0.018762978	
YWHAH		-0.018799506	
9130023H24RIK		-0.018805142	
POLR3B		-0.018912585	
LRRC49		-0.018937172	
3830403N18RIK		-0.019078355	
TMEM87A		-0.019553013	
SMARCA2		-0.019598361	
FAM132B		-0.019926762	
E330020D12RIK		-0.01996528	
PPP1R15B		-0.020135686	
2010315B03RIK		-0.020273654	
KCTD9		-0.020575427	
RAB26OS		-0.020857224	
TAB3		-0.021296853	
TMEM159		-0.02151858	
A230072C01RIK		-0.021595286	
ZFP277		-0.021610662	
ACER3		-0.021639751	
YTHDC1		-0.0219488	
PADI4		-0.022157613	
ZFP113		-0.022244837	
ABCC4		-0.022389509	
HIF1AN		-0.022437083	
TPGS2		-0.022438016	
CKAP2		-0.022583043	
DYNLT1B		-0.022679199	
2210018M11RIK		-0.022753906	
CELF2		-0.023089869	
TMEM165		-0.023090534	
FAM173A		-0.023124186	
PPIP5K2		-0.023179993	
EIF1B		-0.023372035	
PSMD10		-0.023564536	
GM16845		-0.023860177	
AVEN		-0.02393053	
GPATCH8		-0.024435833	
TMPO		-0.024671137	
SS18L1		-0.024821822	
LTA4H		-0.025409125	
SKA3		-0.025740262	
ARL6IP5		-0.025881294	
SMEK2		-0.026002312	
LIN7C		-0.026192792	
SMC2		-0.026299018	
NGP		-0.026435455	
FCHO2		-0.026599897	
HMGN5		-0.026935099	
PIK3R4		-0.026959227	
KAT5		-0.027205704	
D10JHU81E		-0.027439477	
FAF1		-0.027444296	
DOCK4		-0.027445773	
ZFP638		-0.027518015	
ACTR10		-0.027682861	
SH3BP1		-0.027833201	
PRDM15		-0.02784682	
AKAP9		-0.027956156	
SERTAD3		-0.027985897	
PPM1B		-0.028745705	
TSHZ1		-0.028921781	
OPN3		-0.029060852	
DHX35		-0.029188322	
TXNDC11		-0.029795637	
CASS4		-0.030022565	
ZKSCAN7		-0.03009409	
MARK3		-0.03009713	
PYCR2		-0.030163258	
NSL1		-0.030406602	
HIST1H2AI		-0.030744277	
FARS2		-0.03075957	
NRG4		-0.030821575	
NKIRAS2		-0.0308936	
CENPO		-0.031428106	
RNF220		-0.031588428	
TMPPE		-0.031875506	
NUF2		-0.03187759	
FKBP7		-0.03249616	
CAPZA2		-0.03259974	
BRWD1		-0.03271267	
1700123M08RIK		-0.03316223	
MRPL57		-0.033169497	
NPAT		-0.03327611	
ANXA1		-0.033304468	
CNOT1		-0.03344069	
EIF2B2		-0.033614825	
COPA		-0.03380761	
ITPA		-0.03393239	
AW146154		-0.034057792	
MLST8		-0.03419168	
ZFP407		-0.034240577	
S100PBP		-0.03426596	
MBLAC1		-0.034476813	
CHIL3		-0.034511715	
PSMC3		-0.034611996	
MARVELD2		-0.035059035	
1110059E24RIK		-0.035109647	
CCNL2		-0.035141706	
SCO1		-0.035276115	
TSG101		-0.03533365	
GNAQ		-0.035364743	
LCN2		-0.03540118	
PPM1D		-0.035401504	
APOOL		-0.03571875	
CNOT3		-0.03576775	
IFT122		-0.035797637	
PDE4D		-0.035991617	
SPRTN		-0.036032114	
CTDSPL2		-0.036072392	
ITGB1BP1		-0.036153283	
NUDCD3		-0.03620761	
PIGN		-0.036269844	
PTPN13		-0.03628317	
CCDC173		-0.036374576	
TMED7		-0.0364181	
IKZF4		-0.036743205	
IDS		-0.037019935	
ANKRD50		-0.037159447	
CYB561D2		-0.03722584	
DCTN5		-0.03725036	
RBFA		-0.038010035	
CD68		-0.038048223	
CPNE2		-0.038294695	
MED7		-0.038333993	
MAD2L1BP		-0.03835812	
BBIP1		-0.038399965	
CEP128		-0.038756978	
XKR5		-0.038865052	
BIVM		-0.039018974	
SMYD3		-0.039113987	
GCC2		-0.03937582	
ZBTB5		-0.03940588	
CD40LG		-0.03946699	
SLC10A3		-0.039664086	
TRP53BP2		-0.039856248	
NEK7		-0.039922155	
ZFPL1		-0.039961454	
ANKRD28		-0.040049564	
TGFBR3L		-0.040355694	
IQSEC1		-0.040372442	
FAM83D		-0.040418338	
LAPTM4A		-0.040564686	
CASC4		-0.041131943	
IWS1		-0.04128024	
FADS1		-0.041453455	
CYB5D2		-0.041477174	
EBPL		-0.04154959	
CASC5		-0.041676383	
EMID1		-0.04193594	
ZMPSTE24		-0.041945603	
CETN2		-0.042237	
ADIPOR2		-0.042297732	
CLPX		-0.042711023	
GAN		-0.042784028	
HACD1		-0.042846594	
ACAP3		-0.04297824	
PIGP		-0.04312785	
APOL9A		-0.043133914	
GAS2		-0.04340146	
RHBDL3		-0.043853484	
AHI1		-0.04431781	
MFF		-0.044345684	
HIST1H2AG		-0.04459309	
GABARAPL1		-0.044650353	
MIS18A		-0.04471186	
USP2		-0.044803593	
DIAP2		-0.044921108	
CTBS		-0.04523516	
FAM168B		-0.045340713	
RMND5A		-0.045471106	
ERGIC3		-0.045497473	
SMC4		-0.045558173	
WASH1		-0.045749143	
SETD3		-0.046371173	
VPS52		-0.046429195	
ACTA2		-0.046766665	
UBXN8		-0.04686302	
1110008F13RIK		-0.046959046	
CHKA		-0.047000878	
FTO		-0.047031038	
PIK3R2		-0.0471086	
COMMD7		-0.047293816	
ELMOD2		-0.047295883	
PLK1		-0.04740853	
BRI3		-0.047492184	
CIAO1		-0.047500357	
ZBTB8OS		-0.04752408	
AMACR		-0.04815808	
PDXDC1		-0.04885159	
WIZ		-0.048861064	
CTNNBL1		-0.049042333	
TRIM11		-0.04921397	
IDNK		-0.0496112	
PSD4		-0.049620662	
GABPB2		-0.049677923	
BRIP1		-0.04968137	
ZFP78		-0.049830347	
DNAJC3		-0.05010778	
CCNI		-0.050111927	
PKM		-0.05028302	
ZFP808		-0.050341688	
CDK17		-0.05053575	
PARG		-0.050727166	
NLRX1		-0.051448066	
PHKB		-0.05149354	
ZBTB14		-0.05185137	
DHX57		-0.052106712	
ZBTB7A		-0.052198123	
NSMCE2		-0.05239979	
ZFP362		-0.05259777	
PTRHD1		-0.052774522	
EIF3F		-0.052810375	
ALDH6A1		-0.05349041	
GLO1		-0.053582013	
6330408A02RIK		-0.05361584	
MDK		-0.05363327	
UHMK1		-0.053897288	
4930515G01RIK		-0.054201014	
AMZ2		-0.054417975	
CENPI		-0.054521743	
EXO5		-0.054527342	
SURF4		-0.054967094	
ZFP384		-0.05498001	
NCAPG		-0.055234518	
FAM35A		-0.055259388	
ICAM5		-0.05562913	
SDHAF4		-0.05565194	
SLMAP		-0.05611549	
CDCA2		-0.056196842	
OSBPL2		-0.056985788	
NRF1		-0.057090186	
TRIM68		-0.057497576	
PTTG1IP		-0.057583194	
SLCO3A1		-0.057817955	
AACS		-0.058063626	
ZFAND5		-0.058190756	
PRRC2C		-0.05831515	
ZC3H6		-0.058354046	
UBQLN1		-0.05842796	
LTF		-0.05869895	
SCLT1		-0.058713652	
S100A9		-0.059060894	
SLC2A1		-0.05912391	
GAB3		-0.05944876	
RP2H		-0.059616	
CLCN5		-0.059620578	
LSM4		-0.059729937	
TYRO3		-0.05982912	
1700021K19RIK		-0.05988961	
PPAPDC1B		-0.06034648	
MAP1LC3A		-0.060352877	
HNRNPH3		-0.0604712	
GPR15		-0.060654476	
WDR45B		-0.06087462	
TTC7		-0.06114473	
DQX1		-0.061165277	
CORO1C		-0.061177623	
GM10548		-0.06121679	
ZDHHC12		-0.061498247	
2900076A07RIK		-0.061594926	
FHL4		-0.061613437	
ZBTB8A		-0.061978415	
RAD51D		-0.062203515	
FDPS		-0.062470954	
TNKS2		-0.06247922	
TPM4		-0.06252937	
TESK2		-0.06254637	
WAC		-0.06264791	
RAB23		-0.062747635	
ZFP367		-0.06315192	
5730455P16RIK		-0.06320159	
CDK16		-0.06327666	
DCP1A		-0.063378885	
CCDC25		-0.06342694	
TEN1		-0.063769154	
FAM8A1		-0.06414933	
TOR1A		-0.06416303	
ANKLE2		-0.06417129	
PXN		-0.06433796	
SNHG9		-0.06458929	
LRRC51		-0.06458975	
TRP53BP1		-0.06466155	
ENPP1		-0.06499176	
PRR14L		-0.06523626	
ZW10		-0.06549199	
CDCA8		-0.06554873	
ATN1		-0.06556908	
EIF3K		-0.065671705	
OSBPL11		-0.06578396	
STRN		-0.06581017	
ANKRD39		-0.0659431	
CASP9		-0.06608112	
BBS4		-0.06608195	
MAML2		-0.06615744	
IMPAD1		-0.06619494	
TUBGCP5		-0.0663309	
DUSP14		-0.06636629	
TUBB4A		-0.06679436	
CDC23		-0.06692359	
EVI2A		-0.06700419	
PPP1CC		-0.067125194	
2900008C10RIK		-0.06717726	
RSRC1		-0.067424245	
PIK3R1		-0.06818898	
CHUK		-0.06826366	
3110002H16RIK		-0.068412974	
ERMARD		-0.068706796	
ZFP128		-0.06879395	
GTSE1		-0.06919619	
ZRANB1		-0.069419816	
AGO3		-0.069580324	
CDK5R1		-0.07007595	
USP9X		-0.070090406	
KIF20A		-0.07009919	
AP3M1		-0.070132114	
TBC1D2		-0.07019931	
HIST2H2BB		-0.07020976	
ZSWIM3		-0.07025023	
NT5C3		-0.07037123	
IGF2BP3		-0.07055475	
ZFP951		-0.0706439	
ARL5B		-0.070682466	
NDUFS4		-0.07069834	
1810030O07RIK		-0.07087418	
PDE7A		-0.07099757	
D430042O09RIK		-0.071083	
PPP2R5E		-0.07115944	
E430018J23RIK		-0.07135734	
METTL18		-0.0715813	
ADAL		-0.07175068	
SMAD1		-0.07189593	
SLC4A1AP		-0.07210841	
CCP110		-0.07213463	
NSUN6		-0.072157055	
AP1M1		-0.072247826	
MKL2		-0.07228748	
SFT2D3		-0.0725677	
VPS53		-0.072736464	
EXTL3		-0.0729432	
PALB2		-0.07301938	
ZFP953		-0.07303285	
SLC39A9		-0.07303912	
PIGT		-0.07317356	
PSMD9		-0.073392645	
LIG4		-0.073397934	
ABI2		-0.0734408	
FBF1		-0.07350005	
SP2		-0.07367039	
ARFGAP2		-0.07401239	
GNAL		-0.07425205	
NADSYN1		-0.07491543	
ITGB3		-0.07494158	
RRAGC		-0.07523348	
ARMC8		-0.075308345	
GM16973		-0.07538194	
ANKHD1		-0.075920254	
VPS13C		-0.07650086	
SGOL2A		-0.07700358	
RPAP3		-0.07712361	
PKD1		-0.077300176	
ZFP317		-0.07750151	
CASP3		-0.07752343	
OGFOD2		-0.07791952	
STARD3		-0.07792176	
CST6		-0.07798236	
EFR3A		-0.07813708	
PER1		-0.078255184	
TTPAL		-0.0782907	
ZCCHC8		-0.07840379	
HIST1H4C		-0.078548044	
S100A8		-0.07885326	
GM20300		-0.07889549	
FKBPL		-0.078987665	
RBM33		-0.07907388	
1700020L24RIK		-0.0792384	
GM15800		-0.07923888	
EHD4		-0.07929824	
PYGM		-0.07991079	
LRRCC1		-0.07995232	
BC002163		-0.0801292	
M6PR		-0.08058492	
TMX2		-0.08060064	
RNF146		-0.081312746	
PANK3		-0.081380226	
UBE2C		-0.08143638	
TACC3		-0.081668794	
POC1A		-0.081742056	
CR1L		-0.081908785	
GINS3		-0.08191314	
APBB2		-0.0820123	
TNNT1		-0.082140714	
RLF		-0.082194515	
DDRGK1		-0.08248686	
TMEM8B		-0.08258511	
MOCS2		-0.08266719	
GM1976		-0.08295045	
PCMTD1		-0.08298268	
BPGM		-0.08319228	
CC2D1B		-0.083521865	
CTDNEP1		-0.08403733	
GM17296		-0.08405669	
SELK		-0.08415392	
NR2F6		-0.08424346	
ZFAND2A		-0.08438384	
PDLIM2		-0.084469065	
SLC37A1		-0.08459708	
ERC1		-0.08515133	
TMEM258		-0.08516734	
TRAPPC1		-0.0852189	
ANP32E		-0.08530619	
A530072M11RIK		-0.085327476	
RBBP8		-0.08569071	
FRRS1		-0.08583626	
GGNBP2OS		-0.08593114	
TMEM86A		-0.086000316	
EEPD1		-0.08601809	
ACRBP		-0.08675774	
PBX4		-0.08703962	
STOM		-0.0872703	
MYO18A		-0.08734935	
SLC27A4		-0.08745062	
GGPS1		-0.0876091	
CCDC163		-0.0880857	
KIF2C		-0.088247366	
LRRC75A		-0.088270105	
HEXDC		-0.08840154	
METTL9		-0.08847486	
RAB11A		-0.08856459	
WDR33		-0.088866964	
BIRC3		-0.08888651	
RIC8B		-0.08909127	
STX7		-0.08913366	
MYEOV2		-0.089433715	
DNAL4		-0.08962742	
ACCS		-0.08978794	
G6PDX		-0.089803495	
TCHP		-0.08987489	
KIF4		-0.089882545	
FNTB		-0.0899142	
5830432E09RIK		-0.0902388	
DDX26B		-0.09050043	
GAS2L3		-0.09068328	
LRRC61		-0.09074914	
EPN1		-0.09106531	
ORC5		-0.091131575	
GOLGA7		-0.09140809	
RN45S		-0.091497906	
MON2		-0.0919304	
COL11A2		-0.091935314	
CCDC15		-0.09202227	
MECP2		-0.09212171	
ZFP12		-0.09214251	
ZFP747		-0.09256317	
ZBTB37		-0.09260423	
MPP1		-0.09269203	
NDUFS2		-0.0929698	
4930558J18RIK		-0.093172565	
TRIAP1		-0.09341732	
TGM2		-0.093459316	
EIF3H		-0.09359409	
DDX17		-0.09424211	
IFNGR2		-0.094472095	
SNX1		-0.09449995	
CSTAD		-0.09475591	
RBCK1		-0.09481986	
ZDHHC9		-0.094941914	
PRPF6		-0.09551072	
HNRNPUL1		-0.095519505	
VPS4B		-0.09554105	
DHX8		-0.09560064	
SLC20A1		-0.09565048	
EIF4G3		-0.09581961	
WASL		-0.095834665	
ZFP236		-0.09583906	
ACADS		-0.09624298	
RRAGB		-0.09641752	
WBP5		-0.09664645	
SACS		-0.09671658	
1810026B05RIK		-0.09673004	
IKBIP		-0.09686874	
DERL2		-0.09727988	
ISPD		-0.097642146	
CPEB4		-0.09792041	
FANCA		-0.09794704	
CD6		-0.09799882	
MAP3K3		-0.09803876	
ZMYM2		-0.0980752	
CAPZA1		-0.098164275	
AI854703		-0.09849244	
EXOC7		-0.09852396	
CNNM4		-0.09877036	
HTT		-0.09880549	
UTP23		-0.09946047	
CEP57L1		-0.09947229	
UNC45A		-0.099780075	
ABHD13		-0.09981775	
SMG5		-0.09987943	
RNF13		-0.09998938	
ANKRD13A		-0.10030078	
THOC2		-0.100318946	
PPIL4		-0.10041587	
GPS2		-0.10059429	
SMAD4		-0.100637406	
YPEL1		-0.10171782	
GOSR2		-0.10174953	
MRPL9		-0.102357164	
MAP2K1		-0.10252893	
FASTKD5		-0.10259894	
ABCB1A		-0.10260728	
CHD3		-0.10301496	
GM20199		-0.10315321	
OGG1		-0.10347188	
MAST2		-0.103481665	
NAPA		-0.10365143	
KNTC1		-0.10373592	
KIF15		-0.10377135	
KNSTRN		-0.103964955	
HAUS5		-0.10403582	
KCNMB4		-0.10406672	
E4F1		-0.10408136	
EXOC6B		-0.10424981	
ZFP91		-0.10450386	
CENPN		-0.104651295	
PLXNA1		-0.10486155	
DGUOK		-0.104997955	
BCAP31		-0.10563605	
E2F8		-0.105857834	
TNRC6A		-0.10616549	
E2F7		-0.10624809	
MORF4L1		-0.10662307	
REC8		-0.10667598	
SH3TC1		-0.106923185	
UBN2		-0.10700031	
SYNRG		-0.10710582	
PEX1		-0.10728235	
SAMD4B		-0.10738367	
LYSMD4		-0.107489035	
ACTB		-0.10759587	
LCOR		-0.10777148	
AIDA		-0.10793082	
CCDC93		-0.1081461	
TES		-0.10823384	
BLOC1S4		-0.108743444	
MAPRE2		-0.10877898	
GM11423		-0.10888285	
BET1		-0.10933134	
SIAH1A		-0.10945559	
LMAN2		-0.109585725	
PPM1A		-0.110123634	
COPB2		-0.110218234	
AK010878		-0.11028124	
ATP6V1H		-0.11031783	
GM1821		-0.11050605	
SH3BP5L		-0.11068097	
PNISR		-0.111150794	
EFCAB7		-0.111464374	
CCDC9		-0.11149063	
STK40		-0.11160016	
FBXO31		-0.11173044	
SORD		-0.111886635	
SNX12		-0.11205556	
CERS5		-0.11210278	
ZGRF1		-0.112321354	
TOX4		-0.112347394	
PIGV		-0.112866536	
AP1AR		-0.11298092	
TAF10		-0.11311726	
CHIC1		-0.11344974	
NUDT13		-0.11349531	
PXMP2		-0.11353248	
THRA		-0.11389014	
C030034I22RIK		-0.11395856	
DGKE		-0.11424562	
HSPA12A		-0.1143757	
PCK2		-0.11447501	
FZR1		-0.1145398	
FNDC9		-0.11458305	
KIF16B		-0.11497347	
ZFP27		-0.11532105	
DNAJB11		-0.11552238	
SCRN3		-0.11556699	
HSPA1B		-0.115601815	
SETD1B		-0.11566299	
PITPNA		-0.11566408	
MUTYH		-0.115825176	
RABAC1		-0.115925595	
NAIF1		-0.116097815	
SBDS		-0.11620428	
HNRNPR		-0.11630388	
FANCD2		-0.11631802	
NMNAT3		-0.11681801	
DEPDC1A		-0.11718614	
TRAPPC2		-0.117532976	
AGGF1		-0.1176508	
MED25		-0.117714494	
COIL		-0.11791684	
2810408I11RIK		-0.11809484	
BRF1		-0.11824541	
WAPAL		-0.118418485	
ERCC3		-0.118577056	
KLF11		-0.11862537	
GLOD4		-0.1188319	
NPRL3		-0.11891721	
ANKRD9		-0.119630896	
XNDC1		-0.119668685	
FBXW2		-0.120030954	
TPX2		-0.12021509	
GABARAP		-0.12033215	
D16ERTD472E		-0.12064783	
FAM173B		-0.120659344	
CLP1		-0.121286266	
MYO9A		-0.12130335	
TMED9		-0.12144206	
2610020C07RIK		-0.12170539	
UVSSA		-0.12183489	
CHMP2A		-0.12222729	
DUSP23		-0.122251995	
MED19		-0.122694865	
ZFP668		-0.12285777	
SART1		-0.12290751	
MYO10		-0.123239815	
GPATCH1		-0.12329506	
UBE2L6		-0.123395346	
TRAIP		-0.12359704	
TRAPPC2L		-0.12368432	
SYN3		-0.12385355	
SHFM1		-0.123883225	
FECH		-0.123901166	
TAF5		-0.12406467	
CTBP1		-0.12430163	
PLCL2		-0.124547936	
BUB1		-0.1245612	
REV3L		-0.12464057	
GSK3A		-0.124846265	
HBS1L		-0.12502764	
RBM3OS		-0.12510467	
ADGRD1		-0.12546821	
FAHD1		-0.12565702	
FBXL17		-0.12586989	
1190002N15RIK		-0.12596032	
CCDC66		-0.12606001	
MOCS3		-0.12614453	
WAS		-0.12678654	
ETAA1OS		-0.1275865	
BBC3		-0.12773769	
NOXO1		-0.12777576	
ERI1		-0.12787823	
LAMTOR1		-0.12792309	
FBXO9		-0.1280325	
POLG2		-0.12818381	
HIATL1		-0.1284598	
MAGEE1		-0.12861054	
NDC80		-0.12876628	
NABP1		-0.12883213	
CXXC1		-0.12883797	
HERPUD2		-0.12886113	
DLG1		-0.12894177	
CD79A		-0.12954016	
RFX3		-0.12996525	
FAM122B		-0.13011388	
AVPI1		-0.13042781	
SMC5		-0.1304428	
PRDM5		-0.13056093	
RSPH3A		-0.13094066	
TMEM29		-0.13108106	
POLI		-0.13109612	
SLC35E3		-0.13111715	
COX15		-0.13204771	
PMS1		-0.13219574	
VPS33B		-0.13256411	
4833439L19RIK		-0.13262133	
POT1A		-0.13264701	
GPR83		-0.13284914	
ESRRA		-0.13301136	
B9D1		-0.1335525	
LRRC47		-0.1335951	
GOLPH3		-0.13404787	
DCP1B		-0.13407053	
GGTA1		-0.1341183	
GRK4		-0.13447969	
GEM		-0.13467556	
TMEM143		-0.13512498	
MBLAC2		-0.13512766	
DDIT3		-0.13524641	
E430025E21RIK		-0.13548422	
MAPK14		-0.13550651	
LRRC8B		-0.13557483	
ZSCAN20		-0.13635787	
EIF4EBP1		-0.13647886	
MILR1		-0.13674808	
SH3D19		-0.13685481	
NELFCD		-0.13704368	
DPP8		-0.13706714	
CREB3L1		-0.13738137	
DIAP3		-0.13795047	
MGMT		-0.13800631	
GBA2		-0.1381182	
TUBGCP6		-0.13836342	
HJURP		-0.1383994	
2310015A10RIK		-0.13854447	
OGDHL		-0.13880485	
ARF2		-0.13952258	
PRKRIR		-0.13955583	
ZFP189		-0.13993782	
TERF2		-0.14020324	
TNRC6B		-0.14034668	
FAM114A2		-0.14059247	
CLSTN1		-0.14072663	
CEP85		-0.14154322	
MAZ		-0.14177623	
KCNMB1		-0.14184235	
PTGER1		-0.14216523	
FBXW9		-0.14229125	
RSBN1		-0.14229164	
RANBP2		-0.1425212	
CSRP1		-0.14261338	
PPP4R1		-0.14293356	
ATP5S		-0.1432199	
NRIP1		-0.14331868	
RNF185		-0.14334315	
UBR4		-0.14339624	
SLFN3		-0.14368203	
USP45		-0.1438583	
HIPK3		-0.14423445	
XPC		-0.14455937	
LSM10		-0.14461873	
DYRK2		-0.14469932	
SHPK		-0.14538787	
ACAD8		-0.14571534	
SMIM19		-0.14602458	
ZFP759		-0.14604907	
SARS2		-0.14649647	
ATP2A1		-0.14678647	
RAPSN		-0.1468037	
LLGL2		-0.14684863	
SNAPC2		-0.14692175	
HIST1H2BJ		-0.14698157	
HIST1H2AB		-0.14699298	
MORN1		-0.14703664	
ECHS1		-0.14711636	
HARS2		-0.14753604	
ANAPC5		-0.14785954	
VAPB		-0.14804323	
TRAF2		-0.14818586	
CEP192		-0.14822546	
ATAD1		-0.1482577	
JRK		-0.14828302	
PPP1R9B		-0.14831688	
AP4E1		-0.14834899	
CLCN3		-0.14852422	
ESPL1		-0.14867261	
RNF113A2		-0.14873266	
TRIM39		-0.14876495	
TSR3		-0.14920624	
ELK1		-0.14927943	
CAPRIN2		-0.14972286	
MTA3		-0.1499086	
PISD-PS2		-0.14993662	
VAULTRC5		-0.15007275	
VPS37C		-0.15051728	
SARM1		-0.15053782	
TIMM22		-0.15064585	
FAM92A		-0.15152077	
RAP2B		-0.15157959	
RELT		-0.15187141	
CENPM		-0.15190198	
ENOX2		-0.15246801	
ARPC5		-0.15272662	
PPP1R37		-0.15291089	
NTPCR		-0.15305825	
KLF7		-0.15330914	
PHF8		-0.1535049	
NR3C1		-0.1535528	
ZFP868		-0.15356041	
ABCD4		-0.15356924	
D5ERTD579E		-0.15363865	
TOMM6		-0.15384011	
NEK9		-0.15385476	
TM7SF3		-0.15389812	
ZBTB40		-0.15395579	
OLFML3		-0.15469857	
ANAPC4		-0.15486708	
MIR684-1		-0.1554835	
RASAL1		-0.15558444	
FOSB		-0.15596734	
ARL8A		-0.15604955	
9330020H09RIK		-0.15680064	
CXX1B		-0.15712659	
CAT		-0.15716596	
GM3435		-0.15723738	
PDLIM7		-0.15741324	
P4HA3		-0.15795223	
ZC3H10		-0.15800959	
RCAN3		-0.15803465	
CCDC82		-0.15845582	
CERS2		-0.15887491	
HYLS1		-0.15903632	
DHCR7		-0.15912312	
CCL4		-0.15914732	
BPTF		-0.1591608	
CDC25C		-0.15926279	
GMCL1		-0.15972127	
