NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	63	-0.36702508	-1.2007067	0.17307693	0.30806172	0.972	1955	tags=30%, list=19%, signal=37%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	103	-0.3276669	-1.1651257	0.14910537	0.3661745	0.988	1644	tags=27%, list=16%, signal=32%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	150	-0.31088153	-1.1552916	0.13872832	0.3687313	0.991	1895	tags=27%, list=18%, signal=32%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	51	-0.3664594	-1.1530095	0.21863118	0.35291556	0.992	1895	tags=24%, list=18%, signal=29%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	19	-0.45695624	-1.1488537	0.275	0.3439191	0.995	1452	tags=32%, list=14%, signal=37%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	38	-0.3813235	-1.1379392	0.26482213	0.34934917	0.996	1680	tags=24%, list=16%, signal=28%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	120	-0.30862528	-1.1224711	0.20114942	0.36546472	0.997	1036	tags=25%, list=10%, signal=27%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	178	-0.29163286	-1.1203592	0.20332718	0.35283563	0.997	1475	tags=16%, list=14%, signal=19%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	80	-0.3250141	-1.1101514	0.23772103	0.3592666	0.999	1951	tags=20%, list=19%, signal=24%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	136	-0.282944	-1.0355347	0.34901962	0.52501345	1.0	1024	tags=18%, list=10%, signal=19%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	27	-0.37258926	-1.0259708	0.42535788	0.5311082	1.0	595	tags=19%, list=6%, signal=20%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	15	-0.40999797	-1.0009018	0.462	0.582992	1.0	494	tags=13%, list=5%, signal=14%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	113	-0.27649856	-0.99937654	0.44237918	0.5651807	1.0	1896	tags=26%, list=18%, signal=31%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	91	-0.2738098	-0.9576908	0.5344828	0.66224056	1.0	1448	tags=18%, list=14%, signal=20%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	76	-0.27563256	-0.9367947	0.5758123	0.6967437	1.0	2316	tags=30%, list=22%, signal=39%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	114	-0.2507831	-0.9025756	0.6911197	0.76743823	1.0	1212	tags=14%, list=12%, signal=16%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	62	-0.25349766	-0.8240557	0.79337233	0.933037	1.0	1644	tags=21%, list=16%, signal=25%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	63	-0.2326938	-0.75973094	0.9049505	0.99925476	1.0	1251	tags=11%, list=12%, signal=13%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	74	-0.20240176	-0.6813633	0.9766537	1.0	1.0	1478	tags=15%, list=14%, signal=17%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	38	-0.21376976	-0.6403263	0.9845261	0.99108833	1.0	2765	tags=29%, list=26%, signal=39%	
