NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	Details ...	22	-0.7955125	-2.1253881	0.0	0.003509724	0.003	595	tags=50%, list=6%, signal=53%	
GOBP_VACUOLAR_TRANSPORT	GOBP_VACUOLAR_TRANSPORT	Details ...	127	-0.573894	-2.109775	0.0	0.002912079	0.005	2150	tags=42%, list=20%, signal=52%	
GOBP_MEMBRANE_RAFT_ORGANIZATION	GOBP_MEMBRANE_RAFT_ORGANIZATION	Details ...	17	-0.82915497	-2.0909016	0.0	0.0038524282	0.01	1041	tags=59%, list=10%, signal=65%	
GOBP_REGULATION_OF_BIOMINERALIZATION	GOBP_REGULATION_OF_BIOMINERALIZATION	Details ...	35	-0.70726985	-2.0762331	0.0	0.0037593904	0.013	1375	tags=49%, list=13%, signal=56%	
GOBP_BIOMINERALIZATION	GOBP_BIOMINERALIZATION	Details ...	57	-0.62551033	-2.0597284	0.0	0.0051099057	0.022	1375	tags=37%, list=13%, signal=42%	
GOBP_REGULATION_OF_BONE_MINERALIZATION	GOBP_REGULATION_OF_BONE_MINERALIZATION	Details ...	28	-0.7408972	-2.0425098	0.0	0.0071814535	0.036	1375	tags=54%, list=13%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION	Details ...	58	-0.6272637	-2.0414507	0.0	0.006320771	0.037	1754	tags=36%, list=17%, signal=43%	
GOCC_IMMUNOLOGICAL_SYNAPSE	GOCC_IMMUNOLOGICAL_SYNAPSE	Details ...	35	-0.68786204	-2.0398455	0.0	0.005820837	0.039	1788	tags=49%, list=17%, signal=58%	
GOBP_SYNAPTIC_VESICLE_LOCALIZATION	GOBP_SYNAPTIC_VESICLE_LOCALIZATION	Details ...	29	-0.70318353	-2.017248	0.0	0.008530744	0.064	1052	tags=38%, list=10%, signal=42%	
GOBP_T_CELL_MIGRATION	GOBP_T_CELL_MIGRATION	Details ...	41	-0.66023093	-2.0083175	0.0	0.009428402	0.079	1756	tags=51%, list=17%, signal=61%	
GOBP_PLASMA_MEMBRANE_ORGANIZATION	GOBP_PLASMA_MEMBRANE_ORGANIZATION	Details ...	74	-0.5931979	-1.9967836	0.0	0.011842658	0.109	1529	tags=39%, list=15%, signal=46%	
GOBP_MEMBRANE_INVAGINATION	GOBP_MEMBRANE_INVAGINATION	Details ...	40	-0.6488691	-1.9900843	0.0	0.012213032	0.121	1586	tags=40%, list=15%, signal=47%	
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	Details ...	164	-0.5279766	-1.9857199	0.0	0.011810566	0.127	1672	tags=32%, list=16%, signal=37%	
GOMF_CATION_CHANNEL_ACTIVITY	GOMF_CATION_CHANNEL_ACTIVITY	Details ...	71	-0.59561217	-1.9812573	0.0	0.01195832	0.139	2029	tags=44%, list=19%, signal=54%	
GOMF_GATED_CHANNEL_ACTIVITY	GOMF_GATED_CHANNEL_ACTIVITY	Details ...	68	-0.5956574	-1.9706546	0.0	0.013337442	0.166	1619	tags=41%, list=15%, signal=48%	
GOCC_LYSOSOMAL_LUMEN	GOCC_LYSOSOMAL_LUMEN	Details ...	54	-0.6184871	-1.9686155	0.0	0.012649757	0.167	1648	tags=52%, list=16%, signal=61%	
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	Details ...	31	-0.68010324	-1.955144	0.0	0.015061719	0.205	1134	tags=42%, list=11%, signal=47%	
GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_CATION_CHANNEL_ACTIVITY	Details ...	21	-0.7427045	-1.9478332	0.0	0.016819477	0.235	1344	tags=52%, list=13%, signal=60%	
GOBP_SYNAPTIC_VESICLE_TRANSPORT	GOBP_SYNAPTIC_VESICLE_TRANSPORT	Details ...	27	-0.6937789	-1.9392147	0.0	0.019310487	0.277	1052	tags=37%, list=10%, signal=41%	
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	Details ...	23	-0.7136337	-1.9340785	0.0	0.01997536	0.298	1344	tags=52%, list=13%, signal=60%	
HP_HYPERSPLENISM	HP_HYPERSPLENISM	Details ...	15	-0.7815346	-1.9297061	0.0	0.020802837	0.32	1290	tags=67%, list=12%, signal=76%	
GOCC_SECRETORY_GRANULE_MEMBRANE	GOCC_SECRETORY_GRANULE_MEMBRANE	Details ...	157	-0.51025236	-1.9276991	0.0	0.020549834	0.328	2059	tags=34%, list=20%, signal=42%	
GOBP_LYSOSOMAL_TRANSPORT	GOBP_LYSOSOMAL_TRANSPORT	Details ...	96	-0.55258787	-1.9276797	0.0	0.019656362	0.328	2150	tags=40%, list=20%, signal=49%	
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	Details ...	65	-0.58582956	-1.9215502	0.0	0.021353552	0.36	1754	tags=46%, list=17%, signal=55%	
GOBP_CHLORIDE_TRANSMEMBRANE_TRANSPORT	GOBP_CHLORIDE_TRANSMEMBRANE_TRANSPORT	Details ...	17	-0.7529317	-1.9164208	0.0	0.02231459	0.385	1619	tags=59%, list=15%, signal=69%	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	Details ...	23	-0.7158077	-1.9112891	0.0	0.023558836	0.415	1729	tags=43%, list=16%, signal=52%	
GOCC_PHAGOCYTIC_CUP	GOCC_PHAGOCYTIC_CUP	Details ...	21	-0.71921444	-1.9083388	0.0	0.023979034	0.429	1258	tags=48%, list=12%, signal=54%	
GOCC_TERTIARY_GRANULE	GOCC_TERTIARY_GRANULE	Details ...	87	-0.55079126	-1.9068629	0.0	0.023331298	0.432	1322	tags=29%, list=13%, signal=33%	
GOCC_SPECIFIC_GRANULE_MEMBRANE	GOCC_SPECIFIC_GRANULE_MEMBRANE	Details ...	53	-0.60023856	-1.9037489	0.0	0.024052858	0.455	1382	tags=34%, list=13%, signal=39%	
GOBP_SYNAPTIC_SIGNALING	GOBP_SYNAPTIC_SIGNALING	Details ...	262	-0.47396886	-1.8974166	0.0	0.026208147	0.496	1672	tags=27%, list=16%, signal=31%	
GOBP_BONE_MINERALIZATION	GOBP_BONE_MINERALIZATION	Details ...	43	-0.6188937	-1.8930413	0.001934236	0.02701416	0.515	1375	tags=40%, list=13%, signal=45%	
GOBP_ACTIN_FILAMENT_POLYMERIZATION	GOBP_ACTIN_FILAMENT_POLYMERIZATION	Details ...	88	-0.5483151	-1.8929647	0.0	0.026169967	0.515	2473	tags=45%, list=24%, signal=59%	
GOCC_LATE_ENDOSOME_MEMBRANE	GOCC_LATE_ENDOSOME_MEMBRANE	Details ...	108	-0.52679336	-1.8909475	0.0	0.026047062	0.523	1622	tags=32%, list=15%, signal=38%	
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS	Details ...	24	-0.6897031	-1.8868637	0.0	0.026996516	0.546	1597	tags=46%, list=15%, signal=54%	
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	Details ...	87	-0.54938537	-1.8856008	0.0	0.026857205	0.551	1852	tags=32%, list=18%, signal=39%	
GOBP_SYNAPTIC_VESICLE_RECYCLING	GOBP_SYNAPTIC_VESICLE_RECYCLING	Details ...	39	-0.63107586	-1.883028	0.0	0.027078828	0.568	2122	tags=49%, list=20%, signal=61%	
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	Details ...	93	-0.5321726	-1.8824878	0.0	0.026628308	0.573	775	tags=29%, list=7%, signal=31%	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON	Details ...	50	-0.5938709	-1.8785597	0.0	0.027523208	0.597	1029	tags=40%, list=10%, signal=44%	
GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY	Details ...	20	-0.71989715	-1.8745861	0.0	0.02819384	0.619	1760	tags=60%, list=17%, signal=72%	
GOBP_HEART_GROWTH	GOBP_HEART_GROWTH	Details ...	30	-0.6578449	-1.8716081	0.0	0.028653814	0.637	930	tags=37%, list=9%, signal=40%	
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION	GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION	Details ...	26	-0.67554766	-1.8710839	0.0018832391	0.028294588	0.64	1308	tags=46%, list=12%, signal=53%	
GOBP_MONOAMINE_TRANSPORT	GOBP_MONOAMINE_TRANSPORT	Details ...	21	-0.72804576	-1.870337	0.0	0.027956946	0.644	830	tags=38%, list=8%, signal=41%	
GOBP_AMINE_TRANSPORT	GOBP_AMINE_TRANSPORT	Details ...	28	-0.6645558	-1.8643426	0.001968504	0.030043088	0.669	1256	tags=46%, list=12%, signal=53%	
GOCC_ION_CHANNEL_COMPLEX	GOCC_ION_CHANNEL_COMPLEX	Details ...	68	-0.54840577	-1.8638406	0.0	0.029624302	0.673	2327	tags=43%, list=22%, signal=54%	
GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_PASSIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	109	-0.5141713	-1.8630856	0.0	0.029328713	0.68	1673	tags=34%, list=16%, signal=40%	
GOMF_PHOSPHATIDYLINOSITOL_3_KINASE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_3_KINASE_BINDING	Details ...	18	-0.7539764	-1.8610977	0.0	0.029550072	0.695	2120	tags=72%, list=20%, signal=90%	
GOBP_REGULATION_OF_EXOCYTOSIS	GOBP_REGULATION_OF_EXOCYTOSIS	Details ...	97	-0.5314143	-1.8585469	0.0	0.030108625	0.711	1788	tags=40%, list=17%, signal=48%	
GOCC_CELL_CORTEX	GOCC_CELL_CORTEX	Details ...	156	-0.49561122	-1.8558556	0.0	0.030962892	0.725	1777	tags=29%, list=17%, signal=34%	
GOBP_SPHINGOLIPID_METABOLIC_PROCESS	GOBP_SPHINGOLIPID_METABOLIC_PROCESS	Details ...	99	-0.51916975	-1.8557761	0.0	0.030402694	0.726	1986	tags=39%, list=19%, signal=48%	
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	Details ...	64	-0.5603901	-1.8540238	0.0	0.030634377	0.731	2046	tags=42%, list=19%, signal=52%	
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY	Details ...	76	-0.5385951	-1.853159	0.0	0.030627666	0.736	1656	tags=33%, list=16%, signal=39%	
GOBP_REGULATION_OF_PROTEIN_MATURATION	GOBP_REGULATION_OF_PROTEIN_MATURATION	Details ...	34	-0.6297008	-1.8529325	0.0	0.030151125	0.736	1452	tags=38%, list=14%, signal=44%	
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	Details ...	32	-0.6417616	-1.8516625	0.003921569	0.03019747	0.743	1134	tags=38%, list=11%, signal=42%	
GOBP_REGULATION_OF_CELL_SHAPE	GOBP_REGULATION_OF_CELL_SHAPE	Details ...	77	-0.5458002	-1.8507783	0.0	0.030049084	0.748	1734	tags=36%, list=17%, signal=43%	
GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	GOBP_REGULATION_OF_NEURONAL_SYNAPTIC_PLASTICITY	Details ...	21	-0.69825083	-1.8477802	0.002004008	0.030818576	0.761	1652	tags=43%, list=16%, signal=51%	
GOBP_LYTIC_VACUOLE_ORGANIZATION	GOBP_LYTIC_VACUOLE_ORGANIZATION	Details ...	57	-0.5700142	-1.8450745	0.0	0.031685516	0.78	1997	tags=42%, list=19%, signal=52%	
HP_ABNORMAL_MACROPHAGE_MORPHOLOGY	HP_ABNORMAL_MACROPHAGE_MORPHOLOGY	Details ...	27	-0.6501913	-1.845016	0.0	0.031150008	0.78	1181	tags=48%, list=11%, signal=54%	
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	Details ...	41	-0.6089632	-1.8420538	0.0	0.031798754	0.793	1344	tags=37%, list=13%, signal=42%	
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	Details ...	77	-0.54302084	-1.840843	0.0	0.031813372	0.798	2174	tags=48%, list=21%, signal=60%	
GOCC_CORTICAL_CYTOSKELETON	GOCC_CORTICAL_CYTOSKELETON	Details ...	55	-0.5672031	-1.8392736	0.0	0.032040942	0.806	1900	tags=33%, list=18%, signal=40%	
GOMF_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	GOMF_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	Details ...	21	-0.7061162	-1.8377979	0.0019305019	0.032237787	0.814	1997	tags=67%, list=19%, signal=82%	
GOCC_TERTIARY_GRANULE_MEMBRANE	GOCC_TERTIARY_GRANULE_MEMBRANE	Details ...	34	-0.6305955	-1.8377937	0.0	0.031717822	0.814	1322	tags=38%, list=13%, signal=44%	
GOBP_MEMORY	GOBP_MEMORY	Details ...	48	-0.58835274	-1.8333604	0.0	0.03323028	0.834	1175	tags=25%, list=11%, signal=28%	
GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	31	-0.637422	-1.8231142	0.003960396	0.037990034	0.875	2148	tags=52%, list=20%, signal=65%	
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	Details ...	16	-0.75377846	-1.8225441	0.0	0.037602462	0.877	1435	tags=50%, list=14%, signal=58%	
HP_ANKLE_CLONUS	HP_ANKLE_CLONUS	Details ...	21	-0.7000582	-1.8181083	0.0	0.039257865	0.888	1094	tags=33%, list=10%, signal=37%	
GOBP_RECEPTOR_METABOLIC_PROCESS	GOBP_RECEPTOR_METABOLIC_PROCESS	Details ...	96	-0.5234594	-1.8178384	0.0	0.038758557	0.888	2369	tags=47%, list=23%, signal=60%	
GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	GOBP_INOSITOL_PHOSPHATE_METABOLIC_PROCESS	Details ...	30	-0.64562917	-1.8157256	0.0	0.039266724	0.899	1661	tags=43%, list=16%, signal=51%	
GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS	Details ...	27	-0.65419877	-1.8150284	0.0019120459	0.039187394	0.902	1673	tags=48%, list=16%, signal=57%	
GOBP_INTERLEUKIN_6_PRODUCTION	GOBP_INTERLEUKIN_6_PRODUCTION	Details ...	76	-0.53377855	-1.813741	0.0	0.039309412	0.904	1036	tags=33%, list=10%, signal=36%	
