NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_REGULATION_OF_BLOOD_CIRCULATION	261	82		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION	40		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_TUBULATION	6		Rejected!	
GOBP_REGULATION_OF_PROTEIN_TARGETING	78	56		
GOBP_REGULATION_OF_EXOSOMAL_SECRETION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION	15		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PHOTORECEPTOR_OUTER_SEGMENT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	79	31		
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	107	58		
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CILIUM	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	44	32		
GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS	89	57		
GOBP_NEGATIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	30	18		
GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS	37	18		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	22		Rejected!	
GOBP_REGULATION_OF_HISTAMINE_SECRETION_BY_MAST_CELL	7		Rejected!	
GOBP_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GAP_JUNCTION_ASSEMBLY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CYTOPLASMIC_STRESS_GRANULE	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_DNA_CATABOLIC_PROCESS	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DNA_CATABOLIC_PROCESS	6		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSPORT	28	20		
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSPORT	13		Rejected!	
GOBP_REGULATION_OF_COMPLEMENT_DEPENDENT_CYTOTOXICITY	11		Rejected!	
GOBP_REGULATION_OF_SPROUTING_ANGIOGENESIS	63	16		
GOBP_NEGATIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	28		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS	28		Rejected!	
GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS	5		Rejected!	
GOBP_REGULATION_OF_HEMOPOIESIS	374	220		
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	106	56		
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	159	104		
GOBP_REGULATION_OF_AEROBIC_RESPIRATION	33	24		
GOBP_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_ELONGATION	5		Rejected!	
GOBP_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	37	22		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS	15		Rejected!	
GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION	14		Rejected!	
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	50	39		
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	36	30		
GOBP_NEGATIVE_REGULATION_OF_P38MAPK_CASCADE	8		Rejected!	
GOBP_REGULATION_OF_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GOBP_REGULATION_OF_CARDIAC_CONDUCTION	28		Rejected!	
GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	14		Rejected!	
GOBP_GUANINE_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	24		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSPORT	49	17		
GOBP_REGULATION_OF_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MIRNAS_INVOLVED_IN_GENE_SILENCING_BY_MIRNA	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MIRNAS_INVOLVED_IN_GENE_SILENCING_BY_MIRNA	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	17		Rejected!	
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	153	74		
GOBP_L_ARGININE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION	199	118		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	445	294		
GOBP_RESPONSE_TO_ARSENITE_ION	5		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	134	68		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	33	17		
GOBP_REGULATION_OF_DENDRITE_EXTENSION	26		Rejected!	
GOBP_EXTRAEMBRYONIC_MEMBRANE_DEVELOPMENT	10		Rejected!	
GOBP_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	7		Rejected!	
GOBP_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	21	15		
GOBP_REGULATION_OF_RECEPTOR_CLUSTERING	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_CLUSTERING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_EIF2_ALPHA_PHOSPHORYLATION	5		Rejected!	
GOBP_REGULATION_OF_DNA_PRIMASE_ACTIVITY	5		Rejected!	
GOBP_RESPONSE_TO_SODIUM_ARSENITE	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_SODIUM_ARSENITE	5		Rejected!	
GOBP_REGULATION_OF_TORC2_SIGNALING	6		Rejected!	
GOBP_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HEPATOCYTE_APOPTOTIC_PROCESS	5		Rejected!	
GOBP_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	25		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ANION_TRANSMEMBRANE_TRANSPORT	11		Rejected!	
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_MACROPHAGE_COLONY_STIMULATING_FACTOR_STIMULUS	6		Rejected!	
GOBP_REGULATION_OF_GLIAL_CELL_MIGRATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GLIAL_CELL_MIGRATION	11		Rejected!	
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	10		Rejected!	
GOBP_REGULATION_OF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY	5		Rejected!	
GOBP_REGULATION_OF_EATING_BEHAVIOR	8		Rejected!	
GOBP_RESPONSE_TO_THYROGLOBULIN_TRIIODOTHYRONINE	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	183	65		
GOBP_EPITHELIAL_CELL_APOPTOTIC_PROCESS	121	57		
GOBP_REGULATION_OF_COLLAGEN_FIBRIL_ORGANIZATION	8		Rejected!	
GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	101	70		
GOBP_POSITIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	35	23		
GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	98	41		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	54	22		
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	38	16		
GOBP_RESPONSE_TO_ALDOSTERONE	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	27		Rejected!	
GOBP_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT	353	136		
GOBP_REGULATION_OF_AUTOPHAGIC_CELL_DEATH	5		Rejected!	
GOBP_MICROGLIAL_CELL_MIGRATION	8		Rejected!	
GOBP_REGULATION_OF_RETROGRADE_PROTEIN_TRANSPORT_ER_TO_CYTOSOL	13		Rejected!	
GOBP_AXONEMAL_CENTRAL_APPARATUS_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_DEPOLARIZATION	10		Rejected!	
GOBP_PERICYTE_CELL_DIFFERENTIATION	9		Rejected!	
GOBP_REGULATION_OF_BILE_ACID_METABOLIC_PROCESS	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TORC1_SIGNALING	20	15		
GOBP_REGULATION_OF_ERAD_PATHWAY	20	15		
GOBP_NEGATIVE_REGULATION_OF_ERAD_PATHWAY	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ERAD_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	5		Rejected!	
GOBP_RESPONSE_TO_FORSKOLIN	12		Rejected!	
GOBP_REGULATION_OF_DOPAMINERGIC_NEURON_DIFFERENTIATION	10		Rejected!	
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE	6		Rejected!	
GOBP_REGULATION_OF_TELOMERE_CAPPING	26	24		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_CAPPING	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TELOMERE_CAPPING	17	15		
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	61	54		
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	27	22		
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	37	34		
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	124	79		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	27	17		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	67	42		
GOBP_ENDOPLASMIC_RETICULUM_MANNOSE_TRIMMING	14		Rejected!	
GOBP_RESPONSE_TO_L_PHENYLALANINE_DERIVATIVE	6		Rejected!	
GOBP_REGULATION_OF_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS	43	17		
GOBP_REGULATION_OF_XENOPHAGY	8		Rejected!	
GOBP_REGULATION_OF_GTP_BINDING	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	71	28		
GOBP_NEGATIVE_REGULATION_OF_TUBULIN_DEACETYLATION	6		Rejected!	
GOBP_REGULATION_OF_T_CIRCLE_FORMATION	7		Rejected!	
GOBP_FOLATE_IMPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MATRIX_METALLOPEPTIDASE_SECRETION	7		Rejected!	
GOBP_REGULATION_OF_INTESTINAL_ABSORPTION	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CILIARY_TRANSITION_ZONE	8		Rejected!	
GOBP_REGULATION_OF_LIPOPHAGY	5		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_BINDING	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_BINDING	6		Rejected!	
GOBP_RESPONSE_TO_GLYCOPROTEIN	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_IMPORT	61	44		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT	42	33		
GOBP_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE	7		Rejected!	
GOBP_RESPONSE_TO_AMYLOID_BETA	58	27		
GOBP_CELLULAR_RESPONSE_TO_AMYLOID_BETA	48	26		
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	24	21		
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE	5		Rejected!	
GOBP_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	7		Rejected!	
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	42		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	46	16		
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY	8		Rejected!	
GOBP_REGULATION_OF_INTESTINAL_LIPID_ABSORPTION	11		Rejected!	
GOBP_REGULATION_OF_ELECTRON_TRANSFER_ACTIVITY	8		Rejected!	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	45		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	6		Rejected!	
GOBP_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	13		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	25		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION	20		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	6		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CENTROSOME	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NMDA_GLUTAMATE_RECEPTOR_ACTIVITY	6		Rejected!	
GOBP_REGULATION_OF_CORE_PROMOTER_BINDING	7		Rejected!	
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	14		Rejected!	
GOBP_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_TELOMERE	10		Rejected!	
GOBP_EXCITATORY_SYNAPSE_ASSEMBLY	25		Rejected!	
GOBP_INHIBITORY_SYNAPSE_ASSEMBLY	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY	15	15		
GOBP_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT	70	33		
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	13		Rejected!	
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	116	50		
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	34	18		
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	49	22		
GOBP_ESCRT_COMPLEX_DISASSEMBLY	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MATRIX_ADHESION_VIA_FIBRONECTIN	5		Rejected!	
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION_IN_RESPONSE_TO_MITOCHONDRIAL_DEPOLARIZATION	14		Rejected!	
GOBP_INTERNEURON_MIGRATION	8		Rejected!	
GOBP_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	128	70		
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	308	208		
GOBP_WNT_SIGNALING_PATHWAY_INVOLVED_IN_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	12		Rejected!	
GOBP_REGULATION_OF_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION	5		Rejected!	
GOBP_BRUSH_BORDER_ASSEMBLY	5		Rejected!	
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	39	17		
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	24	15		
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_ARTERIAL_ENDOTHELIAL_CELL	5		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	5		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	7		Rejected!	
GOBP_REGULATION_OF_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE	5		Rejected!	
GOBP_AUTOPHAGOSOME_ORGANIZATION	111	88		
GOBP_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	25		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_METALLOPEPTIDASE_ACTIVITY	11		Rejected!	
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GUANYL_NUCLEOTIDE_EXCHANGE_FACTOR_ACTIVITY	5		Rejected!	
GOBP_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING	550	243		
GOBP_REGULATION_OF_GLUCOSYLCERAMIDASE_ACTIVITY	5		Rejected!	
GOBP_RESPONSE_TO_ACETYLCHOLINE	32		Rejected!	
GOBP_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	19	15		
GOBP_REGULATION_OF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	9		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_INVAGINATION	15		Rejected!	
GOBP_REGULATION_OF_LYSOSOMAL_PROTEIN_CATABOLIC_PROCESS	10		Rejected!	
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	37	33		
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEDIFFERENTIATION	6		Rejected!	
GOBP_REGULATION_OF_CONNECTIVE_TISSUE_REPLACEMENT	15		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CONNECTIVE_TISSUE_REPLACEMENT	12		Rejected!	
GOBP_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	35		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	21		Rejected!	
GOBP_REGULATION_OF_RNA_BINDING	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_RNA_BINDING	8		Rejected!	
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE	10		Rejected!	
GOBP_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	16		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TUBE_FORMATION	8		Rejected!	
GOBP_REGULATION_OF_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	7		Rejected!	
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	15		Rejected!	
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	41	15		
GOBP_TELOMERASE_HOLOENZYME_COMPLEX_ASSEMBLY	6		Rejected!	
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	65	18		
GOBP_NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	36		Rejected!	
GOBP_REGULATION_OF_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PRESYNAPSE	10		Rejected!	
GOBP_REGULATION_OF_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	7		Rejected!	
GOBP_REGULATION_OF_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_PHAGOCYTOSIS	5		Rejected!	
GOBP_REGULATION_OF_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS	9		Rejected!	
