NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR	25		Rejected!	
GOBP_HISTONE_H3_K9_DIMETHYLATION	7		Rejected!	
GOBP_HISTONE_H3_K9_TRIMETHYLATION	17		Rejected!	
GOBP_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	9		Rejected!	
GOBP_PHOSPHATIDYLINOSITOL_ACYL_CHAIN_REMODELING	5		Rejected!	
GOBP_PHOSPHATIDYLSERINE_ACYL_CHAIN_REMODELING	9		Rejected!	
GOBP_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING	14		Rejected!	
GOBP_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING	10		Rejected!	
GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	22		Rejected!	
GOBP_INNER_DYNEIN_ARM_ASSEMBLY	17		Rejected!	
GOBP_PHENOTYPIC_SWITCHING	17		Rejected!	
GOBP_GRANULOCYTE_ACTIVATION	48	24		
GOBP_MULTIVESICULAR_BODY_ORGANIZATION	31	28		
GOBP_RNA_CAPPING	8		Rejected!	
GOBP_RNA_GUANINE_N7_METHYLATION	6		Rejected!	
GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION	9		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	12		Rejected!	
GOBP_RESPONSE_TO_INCREASED_OXYGEN_LEVELS	26	16		
GOBP_INTERSTRAND_CROSS_LINK_REPAIR	32	27		
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION	7		Rejected!	
GOBP_ATRIOVENTRICULAR_CANAL_DEVELOPMENT	13		Rejected!	
GOBP_LYMPH_VESSEL_MORPHOGENESIS	23		Rejected!	
GOBP_RESPONSE_TO_STEROL	33	20		
GOBP_CELLULAR_RESPONSE_TO_STEROL	23		Rejected!	
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2_SIGNALING_PATHWAY	5		Rejected!	
GOBP_DENDRITIC_CELL_MIGRATION	33	19		
GOBP_FAS_SIGNALING_PATHWAY	5		Rejected!	
GOBP_POST_ANAL_TAIL_MORPHOGENESIS	17		Rejected!	
GOBP_PLATELET_MORPHOGENESIS	22	16		
GOBP_HISTONE_H2A_K119_MONOUBIQUITINATION	8		Rejected!	
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION	11		Rejected!	
GOBP_TRANSCRIPTION_FACTOR_CATABOLIC_PROCESS	6		Rejected!	
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	15		Rejected!	
GOBP_HISTONE_CITRULLINATION	5		Rejected!	
GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY	6		Rejected!	
GOBP_CALCIUM_IMPORT_INTO_THE_MITOCHONDRION	12		Rejected!	
GOBP_MYOFIBROBLAST_DIFFERENTIATION	7		Rejected!	
GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY	13		Rejected!	
GOBP_SYNAPTIC_VESICLE_RECYCLING	73	39		
GOBP_SYNAPTIC_VESICLE_RECYCLING_VIA_ENDOSOME	6		Rejected!	
GOBP_CELL_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	99	57		
GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	32		Rejected!	
GOBP_NEURON_DEATH_IN_RESPONSE_TO_OXIDATIVE_STRESS	33	22		
GOBP_NEURON_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	5		Rejected!	
GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	9		Rejected!	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	5		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	11		Rejected!	
GOBP_REGULATION_OF_TRANSLATION_INITIATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	5		Rejected!	
GOBP_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	19	16		
GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	18	16		
GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE	7		Rejected!	
GOBP_ERAD_PATHWAY	108	85		
GOBP_PROTEIN_DEMANNOSYLATION	17		Rejected!	
GOBP_PARACRINE_SIGNALING	7		Rejected!	
GOBP_G_PROTEIN_COUPLED_OPIOID_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_NETRIN_ACTIVATED_SIGNALING_PATHWAY	10		Rejected!	
GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY	8		Rejected!	
GOBP_APOLIPOPROTEIN_A_I_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY_VIA_MAPK_CASCADE	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS_BY_VEGF_ACTIVATED_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	66	41		
GOBP_NIK_NF_KAPPAB_SIGNALING	144	85		
GOBP_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY	17		Rejected!	
GOBP_P38MAPK_CASCADE	58	36		
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	21		Rejected!	
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	50		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_BY_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NODAL_SIGNALING_PATHWAY	20		Rejected!	
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY	52	32		
GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY	30	17		
GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	24	16		
GOBP_INTERLEUKIN_2_MEDIATED_SIGNALING_PATHWAY	6		Rejected!	
GOBP_ERBB_SIGNALING_PATHWAY	122	61		
GOBP_ERBB2_SIGNALING_PATHWAY	7		Rejected!	
GOBP_MACROPHAGE_COLONY_STIMULATING_FACTOR_SIGNALING_PATHWAY	7		Rejected!	
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_12_SIGNALING_PATHWAY	6		Rejected!	
GOBP_THROMBOPOIETIN_MEDIATED_SIGNALING_PATHWAY	5		Rejected!	
GOBP_ONCOSTATIN_M_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
GOBP_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	14		Rejected!	
GOBP_SOMATOSTATIN_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_CANNABINOID_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEUROTROPHIN_SIGNALING_PATHWAY	37	19		
GOBP_NERVE_GROWTH_FACTOR_SIGNALING_PATHWAY	12		Rejected!	
GOBP_BILE_ACID_SIGNALING_PATHWAY	12		Rejected!	
GOBP_TORC1_SIGNALING	50	35		
GOBP_TORC2_SIGNALING	13		Rejected!	
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY_IN_RESPONSE_TO_VIRUS	35	29		
GOBP_RIG_I_SIGNALING_PATHWAY	28	23		
GOBP_MDA_5_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	24	18		
GOBP_NEGATIVE_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	11		Rejected!	
GOBP_REGULATION_OF_MDA_5_SIGNALING_PATHWAY	7		Rejected!	
GOBP_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	20	15		
GOBP_NEGATIVE_REGULATION_OF_RIG_I_SIGNALING_PATHWAY	8		Rejected!	
GOBP_MEMBRANE_FUSION_INVOLVED_IN_VIRAL_ENTRY_INTO_HOST_CELL	5		Rejected!	
GOBP_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	20		Rejected!	
GOBP_VIRAL_RNA_GENOME_REPLICATION	36	21		
GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	35	26		
GOBP_GROWTH	950	474		
GOBP_REGULATION_OF_GROWTH	663	329		
GOBP_REGULATION_OF_GROWTH_RATE	5		Rejected!	
GOBP_LOCOMOTION	1921		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_LOCOMOTION	396	135		
GOBP_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	64	35		
GOBP_NEGATIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	11		Rejected!	
GOBP_EMBRYONIC_CLEAVAGE	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION	598	256		
GOBP_POSITIVE_REGULATION_OF_MULTICELLULAR_ORGANISM_GROWTH	30		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EMBRYONIC_DEVELOPMENT	23		Rejected!	
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	32		Rejected!	
GOBP_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	141	92		
GOBP_SNRNA_MODIFICATION	7		Rejected!	
GOBP_RNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION	92		Rejected!	
GOBP_REGULATION_OF_DEVELOPMENT_HETEROCHRONIC	8		Rejected!	
GOBP_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	38		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	24		Rejected!	
GOBP_DNA_ENDOREDUPLICATION	5		Rejected!	
GOBP_PROTEIN_REFOLDING	22	17		
GOBP_FLUID_TRANSPORT	33		Rejected!	
GOBP_EPITHELIAL_FLUID_TRANSPORT	10		Rejected!	
GOBP_OLFACTORY_BEHAVIOR	9		Rejected!	
GOBP_WOUND_HEALING	431	186		
GOBP_GLIOGENESIS	291	136		
GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	20		Rejected!	
GOBP_INTRACILIARY_TRANSPORT	39	25		
GOBP_CELL_MIGRATION_INVOLVED_IN_GASTRULATION	15		Rejected!	
GOBP_T_HELPER_1_TYPE_IMMUNE_RESPONSE	45	28		
GOBP_TYPE_2_IMMUNE_RESPONSE	37	23		
GOBP_T_CELL_PROLIFERATION	205	114		
GOBP_B_CELL_PROLIFERATION	100	53		
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	103	60		
GOBP_POSITIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	28	15		
GOBP_T_CELL_ACTIVATION	507	300		
GOBP_B_CELL_ACTIVATION	329	168		
GOBP_MACROPHAGE_ACTIVATION	106	50		
GOBP_MONOCYTE_ACTIVATION	14		Rejected!	
GOBP_ENDOTHELIAL_CELL_ACTIVATION	11		Rejected!	
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION	1745		Rejected!	
GOBP_REGULATION_OF_T_CELL_PROLIFERATION	174	91		
GOBP_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION	68	28		
GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	28		Rejected!	
GOBP_NEUROTRANSMITTER_CATABOLIC_PROCESS	11		Rejected!	
GOBP_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_MEIOTIC_DNA_DOUBLE_STRAND_BREAK_FORMATION	7		Rejected!	
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI	95	69		
GOBP_STRAND_INVASION	6		Rejected!	
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION	50	38		
GOBP_LIPOPROTEIN_METABOLIC_PROCESS	140	94		
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS	101	78		
GOBP_LIPOPROTEIN_CATABOLIC_PROCESS	16		Rejected!	
GOBP_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	395	282		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS	124	81		
GOBP_XENOBIOTIC_CATABOLIC_PROCESS	25		Rejected!	
GOBP_CELLULAR_KETONE_METABOLIC_PROCESS	211	98		
GOBP_KETONE_BIOSYNTHETIC_PROCESS	43	24		
GOBP_KETONE_CATABOLIC_PROCESS	14		Rejected!	
GOBP_CELLULAR_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS	33	17		
GOBP_RESPONSE_TO_COCAINE	47	16		
GOBP_TISSUE_REGENERATION	72	32		
GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM	16		Rejected!	
GOBP_RIBOSOME_BIOGENESIS	303	270		
GOBP_RIBOSOME_ASSEMBLY	62	54		
GOBP_MATURE_RIBOSOME_ASSEMBLY	5		Rejected!	
GOBP_DNA_PROTECTION	7		Rejected!	
GOBP_PROTECTION_FROM_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	6		Rejected!	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	72	63		
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	73	67		
GOBP_ERROR_PRONE_TRANSLESION_SYNTHESIS	10		Rejected!	
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	27	16		
GOBP_MOLTING_CYCLE	114	44		
GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	49	21		
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	14		Rejected!	
GOBP_VASOCONSTRICTION	82	22		
GOBP_VASODILATION	48	19		
GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	383	227		
GOBP_TAXIS	619	211		
GOBP_KERATAN_SULFATE_METABOLIC_PROCESS	18		Rejected!	
GOBP_VITAMIN_D_METABOLIC_PROCESS	20		Rejected!	
GOBP_FAT_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS	13		Rejected!	
GOBP_WATER_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
GOBP_VITAMIN_D_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_VITAMIN_K_METABOLIC_PROCESS	8		Rejected!	
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	425	140		
GOBP_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS	46	30		
GOBP_THYROID_HORMONE_METABOLIC_PROCESS	27		Rejected!	
GOBP_CRISTAE_FORMATION	16		Rejected!	
GOBP_NOREPINEPHRINE_METABOLIC_PROCESS	15		Rejected!	
GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_DOPAMINE_METABOLIC_PROCESS	42		Rejected!	
GOBP_NOREPINEPHRINE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_SEROTONIN_METABOLIC_PROCESS	11		Rejected!	
GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS	25		Rejected!	
GOBP_INDOLE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_ETHANOLAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	8		Rejected!	
GOBP_PIGMENT_METABOLIC_PROCESS	89	50		
GOBP_HORMONE_METABOLIC_PROCESS	230	75		
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	65	24		
GOBP_HORMONE_CATABOLIC_PROCESS	11		Rejected!	
GOBP_PROGESTERONE_METABOLIC_PROCESS	16		Rejected!	
GOBP_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_RIBONUCLEOSIDE_CATABOLIC_PROCESS	20		Rejected!	
GOBP_PHOTORECEPTOR_CELL_DEVELOPMENT	49	20		
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	35		Rejected!	
GOBP_EAR_MORPHOGENESIS	123	31		
GOBP_INNER_EAR_MORPHOGENESIS	103	23		
GOBP_OUTER_EAR_MORPHOGENESIS	7		Rejected!	
GOBP_MIDDLE_EAR_MORPHOGENESIS	20		Rejected!	
GOBP_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	90	26		
GOBP_ODONTOGENESIS	130	36		
GOBP_REGULATION_OF_ODONTOGENESIS	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ODONTOGENESIS	5		Rejected!	
GOBP_REGULATION_OF_ODONTOGENESIS_OF_DENTIN_CONTAINING_TOOTH	11		Rejected!	
GOBP_MECHANORECEPTOR_DIFFERENTIATION	65	23		
GOBP_INNER_EAR_AUDITORY_RECEPTOR_CELL_DIFFERENTIATION	39	16		
GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION	13		Rejected!	
GOBP_DETECTION_OF_BACTERIAL_LIPOPROTEIN	5		Rejected!	
GOBP_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN	27		Rejected!	
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	68	26		
GOBP_NEGATIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	16		Rejected!	
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	27		Rejected!	
GOBP_HYPEROSMOTIC_SALINITY_RESPONSE	13		Rejected!	
GOBP_HEMOGLOBIN_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE	128	73		
GOBP_NEURON_MATURATION	45	15		
GOBP_SUPEROXIDE_ANION_GENERATION	43	22		
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	36	26		
GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_RETINOL_METABOLIC_PROCESS	51		Rejected!	
GOBP_RETINOIC_ACID_METABOLIC_PROCESS	34		Rejected!	
GOBP_RETINAL_METABOLIC_PROCESS	19		Rejected!	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	8		Rejected!	
GOBP_HOMEOSTATIC_PROCESS	1810		Rejected!	
GOBP_RESPONSE_TO_STARVATION	196	130		
GOBP_FEAR_RESPONSE	38		Rejected!	
GOBP_REGULATION_OF_HAIR_CYCLE	28		Rejected!	
GOBP_ANAGEN	5		Rejected!	
GOBP_REGULATION_OF_CELL_FATE_SPECIFICATION	13		Rejected!	
GOBP_REGULATION_OF_MESODERMAL_CELL_FATE_SPECIFICATION	5		Rejected!	
GOBP_RETINAL_CONE_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_MUSCLE_CELL_DIFFERENTIATION	389	149		
GOBP_MUSCLE_CELL_FATE_COMMITMENT	20		Rejected!	
GOBP_OVULATION_CYCLE	71	23		
GOBP_SPERM_EJACULATION	6		Rejected!	
GOBP_THIAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	7		Rejected!	
GOBP_FLAVIN_CONTAINING_COMPOUND_METABOLIC_PROCESS	6		Rejected!	
GOBP_FIBRINOLYSIS	24		Rejected!	
GOBP_EMBRYONIC_DIGIT_MORPHOGENESIS	58	22		
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM	361	76		
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS	55	20		
GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	30		Rejected!	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE	23		Rejected!	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_REM_SLEEP	5		Rejected!	
GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP	6		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE	19		Rejected!	
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM	117	73		
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	14		Rejected!	
GOBP_EATING_BEHAVIOR	39		Rejected!	
GOBP_DRINKING_BEHAVIOR	12		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	5		Rejected!	
GOBP_LONG_CHAIN_FATTY_ACID_BIOSYNTHETIC_PROCESS	29		Rejected!	
GOBP_VERY_LONG_CHAIN_FATTY_ACID_CATABOLIC_PROCESS	7		Rejected!	
GOBP_REGULATION_OF_SULFUR_METABOLIC_PROCESS	11		Rejected!	
GOBP_NUCLEOSOME_MOBILIZATION	21	21		
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	174	140		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	43	34		
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	18		Rejected!	
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	92	67		
GOBP_MITOCHONDRIAL_ATP_SYNTHESIS_COUPLED_PROTON_TRANSPORT	19		Rejected!	
GOBP_TRNA_3_END_PROCESSING	8		Rejected!	
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	18		Rejected!	
GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	6		Rejected!	
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II	16		Rejected!	
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	8		Rejected!	
GOBP_VITAMIN_B6_METABOLIC_PROCESS	5		Rejected!	
GOBP_AMIDE_TRANSPORT	290	127		
GOBP_XENOBIOTIC_TRANSPORT	47	16		
GOBP_TRIPEPTIDE_TRANSPORT	9		Rejected!	
GOBP_D_AMINO_ACID_TRANSPORT	7		Rejected!	
GOBP_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	15		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS	95	49		
GOBP_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	20		Rejected!	
GOBP_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	68	41		
GOBP_SEQUESTERING_OF_ACTIN_MONOMERS	10		Rejected!	
GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR	15		Rejected!	
GOBP_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	5		Rejected!	
GOBP_GOLGI_TO_PLASMA_MEMBRANE_PROTEIN_TRANSPORT	42	33		
GOBP_CAMERA_TYPE_EYE_DEVELOPMENT	329	115		
GOBP_MYELOID_DENDRITIC_CELL_DIFFERENTIATION	20		Rejected!	
GOBP_T_CELL_HOMEOSTASIS	39	33		
GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION	62	26		
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	19		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	30		Rejected!	
GOBP_AMINO_ACID_ACTIVATION	45	26		
GOBP_PEPTIDE_BIOSYNTHETIC_PROCESS	740		Rejected!	
GOBP_DNA_METHYLATION_INVOLVED_IN_GAMETE_GENERATION	20		Rejected!	
GOBP_PENILE_ERECTION	11		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1139		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	785	391		
GOBP_REGULATION_OF_GTPASE_ACTIVITY	363	214		
GOBP_AMINO_ACID_IMPORT	54	23		
GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE	29	21		
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	13		Rejected!	
GOBP_AMINO_ACID_SALVAGE	7		Rejected!	
GOBP_RECEPTOR_METABOLIC_PROCESS	167	96		
GOBP_RECEPTOR_CLUSTERING	56	30		
GOBP_REGULATION_OF_VASCULAR_PERMEABILITY	48		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY	18		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_PERMEABILITY	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	188	134		
GOBP_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	51	34		
GOBP_SNO_S_RNA_PROCESSING	14		Rejected!	
GOBP_STRESS_FIBER_ASSEMBLY	109	66		
GOBP_INDUCTION_OF_BACTERIAL_AGGLUTINATION	7		Rejected!	
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	413	343		
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	34	29		
GOBP_PEPTIDE_CATABOLIC_PROCESS	31		Rejected!	
GOBP_NUCLEOTIDE_SALVAGE	18		Rejected!	
GOBP_NUCLEOSIDE_SALVAGE	8		Rejected!	
GOBP_RESPONSE_TO_LEUCINE	14		Rejected!	
GOBP_MYELIN_MAINTENANCE	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	82	45		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	35	21		
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	125	78		
GOBP_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	13		Rejected!	
GOBP_PROTEASOME_ASSEMBLY	12		Rejected!	
