NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID	GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID		485	0.44366997	1.892926	0.0	0.0035785402	0.49	2366	tags=35%, list=23%, signal=44%	
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION		24	0.6973147	1.8821006	0.0	0.0041250344	0.533	1538	tags=46%, list=15%, signal=54%	
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION		400	0.44356447	1.8806947	0.0	0.0041727675	0.536	2231	tags=38%, list=21%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_TRANSLATION	GOBP_POSITIVE_REGULATION_OF_TRANSLATION		101	0.51850384	1.8805372	0.0	0.004167189	0.539	2049	tags=43%, list=19%, signal=52%	
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA	GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_RRNA		17	0.75691825	1.8791676	0.0	0.0042250985	0.546	950	tags=41%, list=9%, signal=45%	
GOBP_TRANSLATIONAL_ELONGATION	GOBP_TRANSLATIONAL_ELONGATION		41	0.6065413	1.8746043	0.0	0.004549586	0.585	1755	tags=44%, list=17%, signal=52%	
GOMF_TRNA_METHYLTRANSFERASE_ACTIVITY	GOMF_TRNA_METHYLTRANSFERASE_ACTIVITY		28	0.6671201	1.869624	0.0	0.004822627	0.609	1170	tags=36%, list=11%, signal=40%	
GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING	GOMF_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING		48	0.5881682	1.8694792	0.0	0.004808008	0.611	2095	tags=44%, list=20%, signal=54%	
GOMF_METHYL_CPG_BINDING	GOMF_METHYL_CPG_BINDING		19	0.7358036	1.8690095	0.0	0.004829385	0.615	885	tags=26%, list=8%, signal=29%	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS		54	0.583401	1.8689656	0.0	0.0048046466	0.616	1192	tags=41%, list=11%, signal=46%	
GOMF_SNRNA_BINDING	GOMF_SNRNA_BINDING		42	0.6115321	1.8669149	0.0	0.0049070087	0.628	2637	tags=60%, list=25%, signal=79%	
GOBP_RRNA_METHYLATION	GOBP_RRNA_METHYLATION		18	0.7348781	1.8655664	0.00203666	0.0049779285	0.638	950	tags=39%, list=9%, signal=43%	
GOMF_RIBOSOME_BINDING	GOMF_RIBOSOME_BINDING		57	0.57086456	1.8587123	0.0	0.0055646696	0.673	1253	tags=35%, list=12%, signal=40%	
GOCC_ENDORIBONUCLEASE_COMPLEX	GOCC_ENDORIBONUCLEASE_COMPLEX		31	0.6472678	1.8582996	0.0	0.0055609075	0.674	2147	tags=61%, list=20%, signal=77%	
GOBP_RNA_3_END_PROCESSING	GOBP_RNA_3_END_PROCESSING		90	0.523639	1.8545977	0.0	0.0058904937	0.698	2855	tags=50%, list=27%, signal=68%	
GOBP_NCRNA_3_END_PROCESSING	GOBP_NCRNA_3_END_PROCESSING		35	0.62850595	1.852554	0.0	0.006022549	0.708	2403	tags=57%, list=23%, signal=74%	
GOCC_U2_SNRNP	GOCC_U2_SNRNP		19	0.72982264	1.8509027	0.0	0.0061330483	0.714	1879	tags=74%, list=18%, signal=90%	
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING		71	0.5429907	1.8468876	0.0	0.006504528	0.747	1144	tags=28%, list=11%, signal=31%	
HP_ABNORMAL_HEMOGLOBIN	HP_ABNORMAL_HEMOGLOBIN		33	0.6367544	1.845904	0.0	0.0065830266	0.751	2022	tags=55%, list=19%, signal=67%	
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX		18	0.71649945	1.8453352	0.0020408162	0.006602465	0.753	2321	tags=67%, list=22%, signal=85%	
