"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"4138"	"Grina"	2110	-1.47070363078052	6.16739284127296	208.179764679524	6.16622699790036e-10	6.14330827808516e-08
"1534"	"Ccnd3"	2509	1.37789126393172	8.0674297581112	206.884180878589	6.43103082122731e-10	6.29569956394584e-08
"7760"	"Rbl1"	5548	0.945537177099761	6.47991285344894	206.996326543072	6.40760411354007e-10	6.29569956394584e-08
"8186"	"Rrm1"	3997	2.88071386837924	8.92677806522632	204.330551235048	6.99182147664061e-10	6.34949637702584e-08
"4356"	"Hells"	11650	2.70321902341525	6.89789113012105	204.435057836679	6.96780558547293e-10	6.34949637702584e-08
"5562"	"Mcm2"	3371	2.53656075240181	8.2864883769212	204.805180426629	6.88350324019344e-10	6.34949637702584e-08
"6884"	"Pglyrp1"	681	-1.94805153214239	3.97996211665521	205.311260868209	6.77010825945504e-10	6.34949637702584e-08
"10207"	"Tuba1b"	1564	1.87714527558376	9.57960128236425	204.079145003377	7.04998265347513e-10	6.34949637702584e-08
"4257"	"H2az1"	1069	1.82610285470625	9.65463030485554	204.268500814426	7.00612544838211e-10	6.34949637702584e-08
"631"	"Anapc5"	3878	1.64923298030421	8.57928428446787	205.565826939281	6.71387448915694e-10	6.34949637702584e-08
"10206"	"Tuba1a"	1591	1.59643871316319	7.47297594251103	204.382328071059	6.97991125486187e-10	6.34949637702584e-08
"7753"	"Rbbp7"	2587	1.30891821012636	8.92298289175747	206.15290131455	6.58620685280934e-10	6.34949637702584e-08
"4801"	"Itpr2"	12700	-1.14501237535535	7.18428737325457	204.949092932241	6.85103874444108e-10	6.34949637702584e-08
"4874"	"Kcnab2"	9761	1.44327816786385	7.7573631652972	203.386101841825	7.21318941813149e-10	6.39418003695467e-08
"9114"	"Ssrp1"	3200	1.43972574259686	8.6070588401586	203.528081158347	7.17940664242096e-10	6.39418003695467e-08
"4255"	"H2ac8"	558	2.95798588901834	5.57671239674989	202.746327031848	7.36768293462453e-10	6.39915298395763e-08
"8746"	"Slc43a3"	3370	2.49198030613181	6.06658257050243	202.823395037416	7.3488741552652e-10	6.39915298395763e-08
"4539"	"Id2"	1272	-2.09668374212853	6.88461114785003	202.198381541721	7.50300403164334e-10	6.39915298395763e-08
"7866"	"Rfc2"	1518	1.30421114631764	7.48284220532951	202.394516450205	7.45424354308064e-10	6.39915298395763e-08
"4224"	"H2-D1"	1736	-0.933211349450521	11.8724274796272	202.594504781017	7.40489650829374e-10	6.39915298395763e-08
"681"	"Anp32e"	3272	1.55364895017217	9.11936344712919	201.301321432115	7.73070273579255e-10	6.54377830071823e-08
"8509"	"Sgsh"	4324	-1.19601596046882	6.29269670186384	200.615630729643	7.91006601413793e-10	6.64563605874364e-08
"1255"	"Brca1"	6997	3.04668608842277	4.75550592175318	197.738534968685	8.71619722659934e-10	7.21521679243054e-08
"3529"	"Gins3"	2412	1.53636103831147	4.83955459739994	197.831016810782	8.68887116233889e-10	7.21521679243054e-08
"10854"	"Zer1"	6570	-1.20653766150512	6.02520948881491	197.400984853939	8.81676913946895e-10	7.24519612935339e-08
"1651"	"Cdc6"	5024	3.56992530395204	6.3059549037721	195.792495253142	9.31454793454711e-10	7.45433824840292e-08
