NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP	GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP	Details ...	131	0.5600911	2.118698	0.0	0.0	0.0	1802	tags=48%, list=17%, signal=57%	
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_UP	Details ...	160	0.36568838	1.3914524	0.010593221	0.036950327	0.075	1508	tags=24%, list=14%, signal=27%	
GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	GSE411_100MIN_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_UP	Details ...	157	0.35275078	1.3353618	0.021052632	0.045087513	0.132	1931	tags=27%, list=18%, signal=32%	
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_UP	Details ...	152	0.29622912	1.1278915	0.1869748	0.27076447	0.675	2079	tags=30%, list=20%, signal=37%	
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_DN	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_DN	Details ...	151	0.23869008	0.9081583	0.7172557	0.85868627	0.997	2608	tags=31%, list=25%, signal=41%	
GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	GSE411_UNSTIM_VS_400MIN_IL6_STIM_SOCS3_KO_MACROPHAGE_DN	Details ...	157	0.2327725	0.8834947	0.7752101	0.79122573	0.999	2626	tags=28%, list=25%, signal=37%	
