"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"8703"	"Syt11"	4567	-1.1887684309033	6.84843215425098	225.127358965374	3.37506112688944e-10	3.5471892443608e-06
"4444"	"Irf7"	1859	-1.55738001496927	6.11894596515168	185.519578172613	1.24899150150311e-09	6.47262374928212e-06
"8670"	"Susd3"	1434	-1.29185385821562	6.73338924313855	174.999850867206	1.84756148885313e-09	6.47262374928212e-06
"1683"	"Cd86"	2539	2.66926739178901	4.26102125560896	143.741891143251	6.82880106143343e-09	1.03148728268018e-05
"8392"	"Socs3"	2724	-2.36157535974414	3.82529899263803	139.536352393136	8.30308656201165e-09	1.03148728268018e-05
"8220"	"Slfn5"	5989	-1.68477380154302	5.82460020587264	156.284827496192	3.92662258099463e-09	1.03148728268018e-05
"7855"	"Sell"	2321	-1.36471771671434	7.95326891922614	142.345180263172	7.28256730663465e-09	1.03148728268018e-05
"6335"	"Pear1"	4713	-1.30213513533816	5.26511475517161	138.229146456683	8.83290727318901e-09	1.03148728268018e-05
"2911"	"Emb"	2622	-0.879487837420058	7.58419669542088	142.145283822837	7.35027783205885e-09	1.03148728268018e-05
"9951"	"Wnt10a"	1961	4.06168387203065	2.98368263156607	128.07474734562	1.45556467919268e-08	1.1018417437655e-05
"4690"	"Klrb1c"	2632	2.08057530134349	4.38620828198919	127.929602777092	1.46637106935954e-08	1.1018417437655e-05
"9199"	"Tnfrsf25"	1903	-1.75357721577284	5.20764668824212	134.407333822415	1.06168150627908e-08	1.1018417437655e-05
"7707"	"Rxra"	5466	1.58752529804545	6.17500202612308	126.565009419116	1.57256195589747e-08	1.1018417437655e-05
"1855"	"Chchd10"	948	1.3046787814593	4.87553324882628	129.111026793395	1.38099355450666e-08	1.1018417437655e-05
"4241"	"Icos"	3255	-1.05628875745831	9.21025766189456	127.038455844417	1.53475686390369e-08	1.1018417437655e-05
"7722"	"S1pr1"	3029	-1.10943197417605	7.88163384198285	121.753355473005	2.02342651894163e-08	1.25095368906332e-05
"466"	"Acp5"	1616	-0.86620612637108	6.90322338759574	122.23554146756	1.97215895267548e-08	1.25095368906332e-05
"9263"	"Tox2"	1675	-2.17864315848778	5.67228576002185	118.329473846121	2.43440019297079e-08	1.42141922378461e-05
"8212"	"Slc9a9"	3492	-1.29696894458821	6.39219096686318	116.920913727736	2.63048956725236e-08	1.45507607114854e-05
"9683"	"Unc93b1"	2266	1.00093234713351	5.60991728520112	114.52720077687	3.00646120663681e-08	1.50466225151204e-05
"2478"	"Dennd2d"	4429	-0.973088445128024	8.93312308706697	115.18451985412	2.89745021486844e-08	1.50466225151204e-05
"3719"	"Gmfg"	1111	-1.1945789297048	7.76664310834377	112.741247848597	3.32702115042586e-08	1.56225483850804e-05
"4550"	"Kbtbd11"	6972	-0.912311919677774	6.68128765273036	112.265682756833	3.41882600244386e-08	1.56225483850804e-05
"4937"	"Lta"	1383	1.03516481439717	6.11206658258065	108.783302297005	4.18629192256571e-08	1.83324700442357e-05
"2129"	"Cpm"	5195	-0.937659993809138	6.16552515023055	106.871335458486	4.69020328001347e-08	1.89592447972852e-05
"3085"	"Faah"	3816	-0.897320286804903	7.73271734767636	107.505415663248	4.51580141360714e-08	1.89592447972852e-05
"7874"	"Sepp1"	2216	-1.23708604505968	7.60526535371667	105.842090234458	4.98988194232029e-08	1.91035085305676e-05
"1905"	"Chst10"	3119	-1.07237374528255	5.40829156017214	105.515712651299	5.08942187303418e-08	1.91035085305676e-05
"9397"	"Trp53i13"	1366	-0.942676555347025	4.97894097219743	103.990927563503	5.58546116732025e-08	1.96619100177962e-05
"6731"	"Ppid"	1728	0.747602451318681	7.13443185668096	103.912742152401	5.61234348747752e-08	1.96619100177962e-05
"7900"	"Serpinc1"	2161	2.8031636372085	3.24860942219123	102.332523947144	6.18855752460233e-08	1.97026928505969e-05
"1930"	"Cish"	2161	1.70676154796794	4.68589998539093	102.924884089028	5.96500588483189e-08	1.97026928505969e-05
"8869"	"Tesc"	942	-1.5576056449569	6.15290070797734	101.859723012588	6.3738492570913e-08	1.97026928505969e-05
"5931"	"Npm1"	1718	0.682011536322507	10.0916674486718	102.324380357182	6.19169664450692e-08	1.97026928505969e-05
"3843"	"Gramd4"	4447	-1.34773510119773	4.74614770507022	101.017582565692	6.71975789971074e-08	1.98621434351625e-05
"3581"	"Gimap3"	2145	-0.736263428529595	9.67151991869816	100.821356053263	6.80339832222502e-08	1.98621434351625e-05
"3207"	"Fam65b"	7369	-1.16783490724282	7.78205920823115	99.4602768083817	7.41729534408275e-08	2.10691281260297e-05
"9330"	"Trib2"	4198	-1.20688596578922	7.49639835596673	97.3715049792878	8.48623001687612e-08	2.3471125651939e-05
"614"	"Akap12"	6247	-0.922527157159414	5.6481868146856	92.0757295132888	1.20794605699292e-07	3.25525975871682e-05
"4626"	"Kif21b"	9119	-0.742625232450325	7.3553652027766	90.5461962784202	1.34205283895669e-07	3.52624383435869e-05
"426"	"Abtb2"	4558	-0.791127463490733	6.78398868893621	88.4573374893754	1.55350090556411e-07	3.98226695548264e-05
"6419"	"Phf11c"	1590	-1.24987732313512	4.39031379993705	87.8675381044766	1.61990350672617e-07	4.05361567992668e-05
"5680"	"Nav2"	12066	-2.63811675720258	3.5265595993838	87.4144649804261	1.67311193604444e-07	4.08939684833188e-05
"5867"	"Nkg7"	813	2.61606173215334	3.68000365633422	84.8093986460993	2.02057024109289e-07	4.82640755315597e-05
"2280"	"Cxcr5"	2615	-1.46920605306936	7.45542550653382	82.2659607650697	2.44124638525527e-07	5.70166655756286e-05
"7724"	"S1pr3"	4484	3.82671824306438	1.51164959033787	81.9395563908827	2.50213351504755e-07	5.71683113981517e-05
"7509"	"Rorc"	3416	-2.17818033755952	2.95221342555694	81.1987771370534	2.64684445271837e-07	5.79548649959793e-05
"4445"	"Irf8"	3433	1.1720229225405	6.09725458436699	81.2770206266048	2.63111779061824e-07	5.79548649959793e-05
"2941"	"Eno3"	1604	1.55323785950024	3.35241341072545	79.8062514939387	2.94545440902505e-07	6.31769915078639e-05
"8005"	"Sik1"	4509	1.98614255102224	3.84279461906271	78.320676924716	3.30712296884727e-07	6.6443659621551e-05
"7863"	"Sema4f"	5033	-1.30097882271457	5.33791525239133	77.9174175240426	3.4138512079579e-07	6.6443659621551e-05
"4749"	"Lap3"	2267	0.945671146602611	5.82151470346562	78.3292971957593	3.30488334596765e-07	6.6443659621551e-05
"4512"	"Jakmip1"	2382	-0.801494299397981	5.8833744415531	77.9435141973507	3.40682682483514e-07	6.6443659621551e-05
"5914"	"Nop16"	1734	0.77687885139724	5.91586873319184	78.4836454011754	3.26507323677197e-07	6.6443659621551e-05
"4330"	"Il1r1"	5035	-3.3731547251742	4.21346154344125	77.5503825138977	3.51441343614247e-07	6.71572458433771e-05
"477"	"Acss1"	3594	-1.82967477339022	4.29705482696249	76.7432103960618	3.74766511571636e-07	7.03356435110338e-05
"4472"	"Itga7"	4020	-3.02260418808545	1.93599430130935	76.3676922165068	3.86215515490391e-07	7.12127204877896e-05
"8914"	"Tha1"	1840	-2.22943703454912	3.72481128927379	75.8421265451418	4.02914525807155e-07	7.30108907971241e-05
