"gene"	"length"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"9138"	"Tmem55b"	2753	-1.11135725403466	4.78544296879089	31.6813973716715	5.57171721897271e-05	0.00454350834872008
"3328"	"Fgf13"	3139	-0.895590493307459	4.94056841073314	31.6758144158503	5.57671338710647e-05	0.00454350834872008
"9812"	"Vipr1"	4902	-1.35775042102675	3.44814343831096	31.3984684058491	5.83146072224641e-05	0.00463327127428009
"6679"	"Polr2m"	2472	-1.11134496753338	7.84849297340878	31.3580440455596	5.8696878293461e-05	0.00463327127428009
"10219"	"Zfp36l2"	3533	-0.947510542533793	5.93369352512388	31.3731763950089	5.85534463679667e-05	0.00463327127428009
"7181"	"Rala"	2662	-0.913402351582807	5.25549591390505	31.1978717424742	6.02398857310535e-05	0.00463327127428009
"6839"	"Prex1"	6530	-0.853523465243272	6.7675606026965	31.1819641245605	6.03956388750117e-05	0.00463327127428009
"839"	"Arf5"	933	-0.785941233396912	7.33102361257623	31.2304541724056	5.99222951106169e-05	0.00463327127428009
"7457"	"Rnf145"	7020	-0.577221284054731	7.60429313198824	31.2179165217918	6.00442768352175e-05	0.00463327127428009
"1102"	"Atxn2l"	3718	-0.424177368458363	7.37309575982382	31.1899576138044	6.03173164766518e-05	0.00463327127428009
"7817"	"Sdhaf1"	967	-0.698831103466047	5.35608208213018	31.0316303560448	6.1890464669468e-05	0.00464741745403897
"2711"	"Dusp2"	1618	-0.648784507203846	6.1790709342662	31.0300295607088	6.19066073801575e-05	0.00464741745403897
"9740"	"Usp37"	7196	0.496563889115111	5.7705702978266	31.0603593010237	6.1601571096456e-05	0.00464741745403897
"6448"	"Phtf1"	3454	-0.839199874737428	5.83944186978766	30.8937267057003	6.32988819964733e-05	0.00471823581406337
"2348"	"D8Ertd82e"	4780	-1.0510299636609	3.19283823863611	30.6228899583025	6.61726486561999e-05	0.0048634583033333
"622"	"Akirin1"	2370	-0.533727975697651	6.66615636943424	30.6311561516483	6.60827672432877e-05	0.0048634583033333
"7728"	"Sacm1l"	3433	0.437613627545802	6.55946764914648	30.4131995508306	6.84999794185502e-05	0.00499954710895113
"2929"	"Eml4"	5520	-0.844177528558509	5.69771478718859	30.3248482963176	6.95084206708589e-05	0.00503816207759122
"1361"	"Btg1"	5008	-1.25735357130884	8.55254247175655	30.2119478091798	7.0821795241284e-05	0.0050981990957938
"5287"	"Mipep"	3581	-0.63814464446427	4.58849616053715	30.1643836090431	7.13835649045985e-05	0.00510368208943762
"2808"	"Efhd2"	2381	-1.03835622791019	7.03354751240904	30.0475305792667	7.27853922740098e-05	0.00516874643783677
"1450"	"Capn3"	3488	0.601669599687325	5.82166814252971	29.8682401839852	7.49977163406084e-05	0.00529010737409258
"3615"	"Glrx5"	930	-1.45884124777489	5.91190930179481	29.7193630242341	7.68931456462627e-05	0.00538764640494814
"3552"	"Get4"	2211	-1.06236333944598	6.23671274633681	29.6759936063971	7.74555345185108e-05	0.00539111038271224
"4330"	"Il1r1"	5035	-2.03953679806866	4.21346154344125	29.278850654344	8.2829456127078e-05	0.00569305774856631
"4379"	"Ino80b"	1038	-0.742003409411565	4.05140238846226	29.27546556217	8.2877053808815e-05	0.00569305774856631
"5611"	"Myo1e"	4944	1.50881745190911	3.60814245525596	28.9258095849146	8.79658604712946e-05	0.00589162827211175
"6189"	"Pank2"	4266	-1.19500386984687	5.34477526652778	28.7777190801799	9.02278561540971e-05	0.00589162827211175
"9839"	"Vps37b"	2512	-0.913612266146107	5.11626337476049	28.8802250982607	8.86551750400893e-05	0.00589162827211175
"1292"	"Bmi1"	3594	-0.780041853916149	4.5218425825867	28.7531772427809	9.06090896346706e-05	0.00589162827211175
"8970"	"Timp2"	3622	-0.741341239128714	4.79027560425594	28.8215942090039	8.95508475303333e-05	0.00589162827211175
"8"	"0610012G03Rik"	1471	-0.58779098855998	5.38332400639486	28.744556948525	9.07434331193202e-05	0.00589162827211175
"3477"	"Galm"	2245	0.57752230982859	5.96795336651849	28.7401040117607	9.08129191324552e-05	0.00589162827211175
"10125"	"Zdhhc3"	6987	-0.539114506849036	6.68895421964716	28.9183464001879	8.80782969189146e-05	0.00589162827211175
"5920"	"Notch1"	9489	-0.384185975852503	7.62615425710583	28.895465948479	8.84240245067723e-05	0.00589162827211175
"1610"	"Ccnl1"	2145	-0.948922918492006	6.9610323758617	28.4892149464096	9.48277474299427e-05	0.0060770708871262
